manufacturing_orders.uid,manufacturing_orders.name,manufacturing_orders.release_date,manufacturing_orders.due_date,manufacturing_orders.max_cost,manufacturing_orders.problem_id
mo:03d8199403d34367b7de1e90ecce5eca,mo011,363,433,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:4a10f75002b94680a96d5e196bdee6f1,mo012,351,421,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:32716626385e402a95768753b28be587,mo013,495,555,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:c37ee9ae9a1f43118b88eb5ec79592e2,mo014,444,524,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:d4768207ebf942e4938f92debc40a2a0,mo015,516,576,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:1a4df68137c6490b8de825c297458f44,mo016,511,601,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:213572af3dc1492b861faaeb33afaa1b,mo017,193,283,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:4d1d2fbd023f45fea3c84c1e3e6090f2,mo018,205,275,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:bf83887325794d388aca8f44b285c62b,mo019,231,301,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:ea80655db00446e4a06bcc95fd03a651,mo020,413,473,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:5172c07286f04a2fbea9b3bb8038e42a,mo021,210,300,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:6f632f12b63b46269969102c5ac09767,mo022,697,787,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:b720fa4951b545e691d439dc3427bcb8,mo023,382,472,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:3e902241db5b4105be5697119f263ced,mo024,437,487,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:07245f81282a4d918dd9b1e5e5c03673,mo025,315,395,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:15b8b0a7ffe0451fb59975f279d0ad99,mo026,691,741,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:48d8769ae709492aa16650cb7430bfaf,mo027,144,214,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:21887c84a2e14a1b9dd5a2a47224195f,mo028,36,126,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:ca59eb2a5aa84c8ab679c35c5b294671,mo029,143,213,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:53b9689223074555b26ada781d0391c9,mo030,272,352,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:b2821021b44c466584b28d33ef7cbb9a,mo031,709,799,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:b8103e7deb434b9b994eb800d39b06c4,mo032,412,482,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:35085f96e3a64a2487cdc5080f0b053d,mo033,145,225,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:f7a05d73dedf4d9b8c7ab571d264b945,mo034,232,312,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:e20de8a7260a4c73892bef71e238a8e3,mo035,283,353,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:41fcb5a1221a4e39a0a67a32b1ae526d,mo036,335,385,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:a93f4fbb8ecb4284874610fad8fe1c63,mo037,228,288,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:9c781442a70746b6b22e0d304afa2112,mo038,697,757,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:37a0057988154aaf8112c41aafbe30f7,mo039,111,171,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:073dd68370ea47f39dfa23269df9883c,mo040,27,107,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:ef095596dcb44918a867278100ee6d33,mo041,596,686,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:3228280ab7124467a870d2ed7e4975bb,mo042,425,495,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:cd7953cfa4b94f98a99d961ef1273a73,mo043,251,331,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:cd2d56de563741dc93af853fe3dbd597,mo044,263,343,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:3fd9e6539a9944f2bf6db8fa167e146d,mo045,235,295,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:1b20aff86f18466f990c49a68d03c2b2,mo046,487,567,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:2194a3249af749538bd3dddb097c58fc,mo047,162,232,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:7ee9feadf5d14c10aa34f69e62fd59dd,mo048,37,97,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:774bf05fb78c4f89887e044fbb3e58fb,mo049,326,416,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:47cc22069100457d8bfee8d8439992de,mo050,99,159,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:5b4ae6d3ecf14ed1855b6330cd330750,mo051,552,622,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:c722ef1a50b142b18d0ebd33ab3d7b9b,mo052,199,289,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:43d1739986c44b29bff315051c38ed46,mo053,285,375,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:677ab7538e81454d95b86cd3eb1bbc33,mo054,370,430,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:de3f16d1eaae45c99cf8545b863d8079,mo055,287,337,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:002214d61fbf45809dde6b1ccfb67269,mo056,10,90,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:b4442c67b1b748a7a231a174091a437d,mo057,287,367,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:094fe725f5884874a080b7396c1efd2d,mo058,127,207,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:2f7fcbd5d6b3467d8a44e33f55298472,mo059,239,329,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:2080f72b7e0445d3ac9a85400ff5ed7c,mo060,30,110,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:f751959940e9408c9410f41e6792aafc,mo061,520,610,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:3d06133511844658b2c470b27b641f55,mo062,613,703,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:0b58f5fdec8b45dd9fbb9c9fae518997,mo063,418,508,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:a0f166784373467996d77b2459d788d2,mo064,57,127,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:171e939c4c554449ab9ac3c0f2b128ab,mo065,231,281,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:066b45e6caa9429987d6f7efa0e641a4,mo066,248,318,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:c100b91bd9cf4088bfae49a55752761c,mo067,619,699,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:63e29af5013f41a9b9e4571da285b490,mo068,404,494,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:426f3b4fd5a643b79bc293a22a59adb3,mo069,2,82,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:a277bd39789c4810828ff06999ce58d8,mo070,353,403,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:0f2432da76924471996d7fa3e8c1d785,mo071,233,283,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:cebb8823ce25443cadbf51d138b24df4,mo072,677,747,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:bcc4a88a61ed48d8a49be0f420e3d422,mo073,9,59,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:d1795316ed814d8aa3a2ecb2c1fc0aba,mo074,136,216,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:3c91f41a6e3245748cb4e549afab1a7e,mo075,388,438,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:3b859e230cc64dae8e2b0678a6225196,mo076,356,406,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:115eae04d1ca4798a06b5d5b5e7395bb,mo077,169,249,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:2fea9f748050427e9adc98bf2ab58c81,mo078,135,195,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:04537f4c198a4723bf3a105bc88644b4,mo079,180,260,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:505e407d0f0b483d84c77cf3f0d41eea,mo080,338,408,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:d834d219b17d4536a3285531df775b95,mo081,429,489,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:b55cb201483a417abf8178eadb702910,mo082,297,367,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:e284643ee2394c0eb793d45a86473754,mo083,158,248,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:c704ae92e7e54bf3b12ee13f33b40b8c,mo084,365,445,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:ca81d8d7bda8407280cb45b77abd96f5,mo085,144,194,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:e807e8d40eb143fcb53f71007246b2bb,mo086,31,91,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:69920ee7728f46c991955880287fc4ff,mo087,153,243,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:6c7ee0648d464c5ca5f0d4d317ca874f,mo088,89,169,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:66c6a02bc7e8487290f65fcf119a3fa5,mo089,261,311,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:c08eab41ead8477f8533b7560970ba17,mo090,629,689,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:fb87e5c8b2d142e7babeefae6723684c,mo091,100,160,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:64569a5918e9450ea5aa86a7ea02f42e,mo092,126,206,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:1707d392c6e143cfad7cc12b92ca282c,mo093,110,170,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:94320afbaa694f3e94498c831f386128,mo094,379,439,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:d8ebdf58c17a43da83765971f5225c2d,mo095,428,488,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:f642014e5a62401e9c42c3e819a0a366,mo096,637,707,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:25bb57b338e348e7b2518454579a426d,mo097,457,547,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:5338e6795b894356bf707c451411ab93,mo098,547,637,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:2eb3d295a3bf44b7a4a38d8dd850b340,mo099,13,73,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:600b1a6a599a40ffb88bb70c3717398f,mo100,139,209,,pb:e5e4d0a1404e4674b2ba714cb0d5c58e
mo:6b1af707fc084638b4c630927037f99d,mo001,226,316,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:b729b6a606bc44d3aa94a1b90e02c112,mo002,184,234,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:dbdba99e49794e5ca5fbbea956eecc88,mo003,412,502,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:cee23cede08047ecb2bc4f98a7de6136,mo004,39,119,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:a7f6bac760db4bfe8f57ce5999bc718c,mo005,588,668,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:64414da6459b457e96f68344f22b4a48,mo006,385,465,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:a0c23a529f854fc495b6f63ce9bebfec,mo007,358,408,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:d0a76a9ae65a4a8fb9d8a245ebc3a1e2,mo008,476,526,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:3c006ba61b884c268527dbaab81d7011,mo009,108,158,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:1d879e00156340ffb3c87f89cd954a94,mo010,422,482,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:15086157cc9648b3a71f0191c946e7a4,mo011,286,376,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:a9a673c07d8e479bb054f4b07b120592,mo012,34,94,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:d70c25fb12f1432bbefff39e088c4f8b,mo013,274,364,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:368a0c3cd70d448e8ca5a2b27c161115,mo014,271,321,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:dc0f9bde47444a768227464c5e26f469,mo015,543,623,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:03aa137ef9574998b3856235315f4db6,mo016,232,312,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:aa04fcb2c3ec4174a5fd2e0023038a26,mo017,385,455,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:8603c39cf7e147c2bd95648c1ad329b4,mo018,584,664,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:3832cf6710834a238f6a7d7a033ac68d,mo019,262,342,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:016c7813d0cd42699d0f910e512bb6ea,mo020,530,600,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:990c821ccac94380ac3df6205cab74d3,mo021,601,691,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:829fe1c85c93408aa4211801b49234c9,mo022,98,148,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:60ede42cc32b44178eb00bb2bd133ca8,mo023,589,679,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:7c5b66c33c4643e092f6a55b14672abc,mo024,359,409,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:7009c9b4c8f44a90921d8de80e4748f2,mo025,662,732,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:713c1525c3304c28b05c46d34cec3414,mo026,703,773,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:6c5d5d55026d48e4bd9df9782c0f6cbf,mo027,7,77,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:77409b8fb2a6471f89f99ac4111d9120,mo028,445,505,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:3eb2910361d1436ca39170e81e79c420,mo029,373,463,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:3610cf364dc242ebb6781cdaf6eab0e2,mo030,631,691,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:61ead10885ac4fc382eefbbb5e5ccfac,mo031,6,56,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:70a9a45a65994295b30317d3920daefe,mo032,265,345,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:a97928c7451c40e59549d216a2c26ef8,mo033,600,680,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:c24711bb0bc3489584a8dc39fa2f571f,mo034,499,549,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:f42bd50a550d4f98a7b6528c6eb0d22d,mo035,323,413,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:46335419538a48d9b401049baea1a026,mo036,52,132,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:6393d2dfa8f4469a903fa88a35c41c56,mo037,733,803,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:a3a28b82f1ef4156916c5cf8a685b293,mo038,611,681,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:e72e6c70e5954f92a3d20bcea502dc3f,mo039,135,205,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:191b3f703b494138a4c4d4fc766d8339,mo040,144,194,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:cc913c305e474dd4a8f9b604b8656ef1,mo041,541,591,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:bc931f237e824102ade0cf667dfd3ef4,mo042,393,473,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:ff37c9c129df4606931cb15eb753f42c,mo043,629,699,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:780ff87b9574413c999608889638a7e5,mo044,658,708,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:18ddcb49066344739adbf09f792a4981,mo045,130,180,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:09cc244c58104f7480143a9795c14e0f,mo046,654,714,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:f94a733ccf5448b98430f66601ab71e0,mo047,151,221,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:f2f3221b54684e5a9cabdda30325b58e,mo048,250,320,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:0db8c1ef9f204843b53f9333db623ac0,mo049,346,396,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:9de4b1b3b9a143268c55118153cfe235,mo050,298,358,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:f163b6cb57434ccd8406ccce890c1bad,mo051,634,714,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:0e3ac9acef204278b069e8fa0b5372bd,mo052,453,503,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:fd61778cabf041479a03856cc7c983b7,mo053,658,728,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:db57da44bc5c45af87c8c34021977a85,mo054,418,468,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:381f586156754aac8ef3e432ee00e15c,mo055,493,543,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:6365532f910f41f786375999c020785b,mo056,636,726,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:96a5e19d674a43759e4b868d54835e96,mo057,67,147,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:aaaa7d0c0ea840b28149af9f2b771523,mo058,581,651,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:6db21057b2ea46fda454ca75275ba1be,mo059,301,381,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:db887bbc72894eef8427e63455ca27ce,mo060,201,281,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:41311f361f9f450493830269eeee4d92,mo061,92,162,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:503ba2714d9a40a785b288f0c7a48392,mo062,105,185,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:f42a226760744ca089ccad3a7915e9c5,mo063,234,304,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:ccfeadeb5b514c49a6668933fea8421a,mo064,103,173,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:9346e84bd0e342e6b7f0e002d472ddfc,mo065,275,335,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:36456b57a5d64294ad9dcd738768f632,mo066,397,457,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:853d063da63842398c76fabaede21041,mo067,620,710,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:b17ad0fd310848b0a4618e36b3ddbcab,mo068,192,272,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:65e841457b9848848866ba73598f890c,mo069,394,464,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:1c6c48e3c9014877803395d491b8df42,mo070,183,253,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:7b0d4f89d3974a819eb2a10795c3f4af,mo071,239,309,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:f966c34efee7438aa66432aea8cf1e15,mo072,5,65,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:b3388252914c408aa44150910b428882,mo073,631,711,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:7bd3c4244ec840f38ba6d17dcc1238f0,mo074,97,187,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:bf15b102127041dd93eaae174f09586d,mo075,615,695,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:a57535b2b8164cb096a1a08334466a2a,mo076,127,187,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:7186f28c609e4d4bafeb3ce0f31c1b09,mo077,174,224,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:36c2930921944b3ca07431725507d411,mo078,574,664,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:ed1bfc7314fb4879b4bc362eddfdec9b,mo079,194,264,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:7fee5eb78ef3426e9266c75d4a721b9d,mo080,435,505,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:0ea17cd69b2248aea1937f378a205ecd,mo081,592,682,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:8d006845466d4f9bae32a47c14b70932,mo082,616,666,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:4d0c839cacb6437bb8574976b24a12d3,mo083,535,615,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:b1bc7ec993a74961aa849df6906c9a4a,mo084,454,534,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:9a9531cd422f480bb39ce634674350f5,mo085,667,717,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:4403c460381e41d4b998caec4bc2a6d2,mo086,168,238,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:ad68f9ed4e1b48d2a03bbd4222252126,mo087,628,708,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:a26c85c9f5f04661975f1f4b4983ca3a,mo088,453,513,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:7ee8177956ae45deb1ef5ece750e858a,mo089,235,315,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:291c8bb2cc1845b78cae1b56a80e299d,mo090,263,313,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:c849132d5afe44dea2374fadc453eb6a,mo091,567,637,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:58f9ec505cd348bf8b57e62d1ae2dec9,mo092,32,92,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:1a9bfaf2ef504390abd39b583e37d1b4,mo093,165,225,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:1601d307ef214563b92e6a55cd4f0346,mo094,149,239,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:232938c19de14e798b9855ad6f37db5a,mo095,362,442,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:7381f311895248cfb2f7e62dd2cce76c,mo096,573,653,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:abf1aa4fbf74468685d32e3cb64b5d29,mo097,108,158,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:3f83220e3582487491cbb5b3969bb4d1,mo098,486,576,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:d72b35e7547c4aa99023ced05411b40c,mo099,16,106,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:ac1d1a4ba4b7401aa2a268bf67f83c71,mo100,171,261,,pb:2dfd6afd7522488d8c93f318a77be6ba
mo:74603280929643b39a149d8a73bcf8cf,mo001,134,194,,pb:45ac0fb4394a4328b379d72eded11db9
mo:bc6b1532cd61445a97529e161803cae8,mo002,721,791,,pb:45ac0fb4394a4328b379d72eded11db9
mo:b914a5a507684aa6807ba691247778a0,mo003,210,270,,pb:45ac0fb4394a4328b379d72eded11db9
mo:eddc2b627e9c46928a0d550e83c339d0,mo004,205,255,,pb:45ac0fb4394a4328b379d72eded11db9
mo:2667c7d3095d4ba489a276291b789ec8,mo005,368,428,,pb:45ac0fb4394a4328b379d72eded11db9
mo:94cffba8f0424048b2999ae900f88d68,mo006,285,335,,pb:45ac0fb4394a4328b379d72eded11db9
mo:857679ddefcd47099892734bc1d4ee67,mo007,54,124,,pb:45ac0fb4394a4328b379d72eded11db9
mo:ee0784683cf24abda9b9392611458bf4,mo008,103,163,,pb:45ac0fb4394a4328b379d72eded11db9
mo:2db87885ef404eca9550b8353c233fc7,mo009,138,208,,pb:45ac0fb4394a4328b379d72eded11db9
mo:886eb53ec6264aa4851c7fc473981200,mo010,343,403,,pb:45ac0fb4394a4328b379d72eded11db9
mo:0fca8d3f020b40c48fabe731c564c00b,mo011,517,567,,pb:45ac0fb4394a4328b379d72eded11db9
mo:b944b85f3be14ec1968b22104baaad64,mo012,603,683,,pb:45ac0fb4394a4328b379d72eded11db9
mo:98b13fc0e7584ca49c8e9a342a0b0b8d,mo013,392,482,,pb:45ac0fb4394a4328b379d72eded11db9
mo:258340ff470d4e03b893da2042c14e4d,mo014,129,209,,pb:45ac0fb4394a4328b379d72eded11db9
mo:cadd21b0242840fdae74434827d8edbb,mo015,179,249,,pb:45ac0fb4394a4328b379d72eded11db9
mo:fae6ad9fa4d14c498eea2888389b23ee,mo016,685,765,,pb:45ac0fb4394a4328b379d72eded11db9
mo:9dd39b591c65447b8ab3863c15e5bb91,mo017,178,238,,pb:45ac0fb4394a4328b379d72eded11db9
mo:21b18e8f0550485eb79f0928b914f81a,mo018,703,793,,pb:45ac0fb4394a4328b379d72eded11db9
mo:f7d45bfe1a8047b291548fc5a9ab0f4f,mo019,8,68,,pb:45ac0fb4394a4328b379d72eded11db9
mo:c7c38d9a416f4ef9ac1d0cb936db214b,mo020,215,285,,pb:45ac0fb4394a4328b379d72eded11db9
mo:8acaddc2b58e4a87ad322064f3600da1,mo021,728,798,,pb:45ac0fb4394a4328b379d72eded11db9
mo:a0a2da0af2ca4812a3fb78fbe74759cb,mo022,230,290,,pb:45ac0fb4394a4328b379d72eded11db9
mo:b11f93b1e4c54322ad78d87d87b935d9,mo023,594,644,,pb:45ac0fb4394a4328b379d72eded11db9
mo:30b4ad4a302f4add8ad5923edddd0bf3,mo024,557,617,,pb:45ac0fb4394a4328b379d72eded11db9
mo:1ff255ac27ce4851b78ea12c2ed6b6ab,mo025,227,307,,pb:45ac0fb4394a4328b379d72eded11db9
mo:bff458b53c1d4512aa8fae6e56dc663b,mo026,64,144,,pb:45ac0fb4394a4328b379d72eded11db9
mo:a5571ee5d06a4774a295f2d854f43507,mo027,634,704,,pb:45ac0fb4394a4328b379d72eded11db9
mo:fb70ffd2fc734e389d436dd71b3211aa,mo028,341,391,,pb:45ac0fb4394a4328b379d72eded11db9
mo:d7000fbb1ca540e8a9035089160fb3a2,mo029,358,428,,pb:45ac0fb4394a4328b379d72eded11db9
mo:390d63119fcb46abb1d6d320fcf83664,mo030,267,337,,pb:45ac0fb4394a4328b379d72eded11db9
mo:5d9b106e659848f88c73b4b02590a485,mo031,569,639,,pb:45ac0fb4394a4328b379d72eded11db9
mo:dccf45a7783c4e0b8acecfb6278c2a57,mo032,225,275,,pb:45ac0fb4394a4328b379d72eded11db9
mo:e53ee0e28dd9483a861b91abe6743195,mo033,36,126,,pb:45ac0fb4394a4328b379d72eded11db9
mo:cce559f12477461686b5f52981d55ad7,mo034,620,670,,pb:45ac0fb4394a4328b379d72eded11db9
mo:c004986c68ba4964a518b530f7892524,mo035,458,518,,pb:45ac0fb4394a4328b379d72eded11db9
mo:aafd6fca7cac40fe96ef024d69fc6d46,mo036,131,201,,pb:45ac0fb4394a4328b379d72eded11db9
mo:bc31f708bfda4796967cf69990d536fe,mo037,316,396,,pb:45ac0fb4394a4328b379d72eded11db9
mo:4b7ad8910a034570a78f7e7e9c6aa11c,mo038,688,758,,pb:45ac0fb4394a4328b379d72eded11db9
mo:95b95a209cd34a28bf06c9402e971ee5,mo039,377,447,,pb:45ac0fb4394a4328b379d72eded11db9
mo:aee39b3b6e4446f0ba3c98ba102cb42b,mo040,410,500,,pb:45ac0fb4394a4328b379d72eded11db9
