maintenance_tasks.uid,maintenance_tasks.need_date,maintenance_tasks.device_id
tm:c83e8f5aeec4403c82f330db716a3d4f,716.5,dev:20a40dd7f232420c831cb46be36c815c
tm:fcd985ecf4b640b0bb1ea066bf051852,749.5,dev:959203f7cafc4b218841cc27d96e70be
tm:6839fcfc00ca4cd09dcf3168711051d6,995.5,dev:f48672373e1442e9b87d3c06fbcf49b6
tm:cf7791ef405a458480b1698537e8c65c,941.5,dev:20a40dd7f232420c831cb46be36c815c
tm:f81923899ad34db79b0cc1e0d1009630,963.0,dev:959203f7cafc4b218841cc27d96e70be
tm:2b9deabd0d0341508eb08daa29fe4dbe,1044.0,dev:20a40dd7f232420c831cb46be36c815c
tm:6d47f3d59aea4fe99d8e9cca2e250ff8,313.5,dev:c6120391722d453495ab7780c1916e9c
tm:7f376e21a61745d6b46d893571ec3ad4,328.5,dev:dd0a70c3245f4456a7bbf423e313b327
tm:3a61f851f4714d91b0893b868bff6b0a,319.0,dev:0d9221fa9945438686409c97356f1a94
tm:c9f2cffb0a5949bd8d84d977f7c12f77,412.5,dev:c6120391722d453495ab7780c1916e9c
tm:8ea11caa4b8d4c02bb1181d8c02273ae,429.5,dev:dd0a70c3245f4456a7bbf423e313b327
tm:e4d7fac2245946a5ad38259de64343fb,416.0,dev:0d9221fa9945438686409c97356f1a94
tm:4219f1e501d443da81f135b6acd5bb02,513.0,dev:c6120391722d453495ab7780c1916e9c
tm:5b2ad17c35b3458d81d3b8e1930e0ad3,568.0,dev:dd0a70c3245f4456a7bbf423e313b327
tm:568e16460e6248a4afff720044fc0c45,515.0,dev:0d9221fa9945438686409c97356f1a94
tm:20b81579f54e455f950b5b1dab545544,610.5,dev:c6120391722d453495ab7780c1916e9c
tm:ef73eaadba3142839132b05f15f62366,611.0,dev:0d9221fa9945438686409c97356f1a94
tm:a9b6c3320e594efca35080967802c6cf,707.5,dev:c6120391722d453495ab7780c1916e9c
tm:2f4294035e7b4ce3a2b43812486c9d7d,706.0,dev:0d9221fa9945438686409c97356f1a94
tm:efda89d8d1ea4613bd6385cd1a1c3876,802.0,dev:c6120391722d453495ab7780c1916e9c
tm:c731aa162ff44adb92ba939b04513263,662.5,dev:c6120391722d453495ab7780c1916e9c
tm:0e25fb85ae784cf7902aa8201c65e0f6,572.5,dev:dd0a70c3245f4456a7bbf423e313b327
tm:d88e86dbfa154069bf30e56b3f30fb91,577.0,dev:0d9221fa9945438686409c97356f1a94
tm:f493d90d875a41b9b056906f523af141,759.0,dev:c6120391722d453495ab7780c1916e9c
tm:7b85e71fbb8d40d5b3faca6730a3102e,723.5,dev:dd0a70c3245f4456a7bbf423e313b327
tm:4ef6c3eab7b5494aa26a1970ee9e0c1f,680.5,dev:0d9221fa9945438686409c97356f1a94
tm:50844d9988d24e5895cc0026741ae2bc,474.0,dev:386938cddc204eaca37e25dc36fcc5ee
tm:00cdb03037c144f49c21ba0c23c1ddb7,447.0,dev:5e9d5b7022c645609515a08510d8fe1c
tm:deb9fbf9f8004c60bde4243459a04a0a,490.0,dev:60537210eb5142139fbf55b30582c004
tm:3c47aef65c314b1387e737c1a2cca874,570.0,dev:386938cddc204eaca37e25dc36fcc5ee
tm:c9bff4213c984427a1e6b789328dff50,551.0,dev:5e9d5b7022c645609515a08510d8fe1c
tm:1914b1b60eca41a0b4d5f071c2ade7df,616.0,dev:60537210eb5142139fbf55b30582c004
tm:da12cc10494444798c46b79bf9a4f077,660.5,dev:386938cddc204eaca37e25dc36fcc5ee
tm:5572506abb494b0b9712fe438f7b185f,659.5,dev:5e9d5b7022c645609515a08510d8fe1c
tm:16e39ef971fe41a9924df4913d25ac26,745.0,dev:60537210eb5142139fbf55b30582c004
tm:d447c9e2dd2c42759d4ace812cee1927,750.0,dev:d501263712e04c25a4db53f2fa171599
tm:4728c1bd1ec44ea6aa413fcca3c41d44,757.0,dev:386938cddc204eaca37e25dc36fcc5ee
tm:59f4cc7be8324faf97e80ac936a1e0c1,852.5,dev:386938cddc204eaca37e25dc36fcc5ee
tm:004603151c824c5481e7b95ea68f223c,947.0,dev:386938cddc204eaca37e25dc36fcc5ee
tm:c2a01ff3ecac43c6889b69dc4f173adc,807.0,dev:386938cddc204eaca37e25dc36fcc5ee
tm:9c5d1e3ea1f846ba97b2ce0fbe20a957,622.5,dev:5e9d5b7022c645609515a08510d8fe1c
tm:a52b5c9cabf9478480eb163008ff7cd2,688.5,dev:60537210eb5142139fbf55b30582c004
tm:1e57a7a9c12f4379aff95ecae0305f09,520.0,dev:225605e54a1d4a808f8da32766701c52
tm:8790c9b048b643caa3764e4882b946cd,578.5,dev:c62dbc93abe24f389d717bddc88eed43
tm:06df4ef56c044884bf10b20cdf7aaec3,513.0,dev:e0f255e00968435896705b917cd569f7
tm:faa1fa587a8141a5ab14b377208db3b3,607.0,dev:225605e54a1d4a808f8da32766701c52
tm:b9b052d01698466597d012f6b64a315f,691.5,dev:c62dbc93abe24f389d717bddc88eed43
tm:312a025358d14518bfce036f16388594,594.0,dev:e0f255e00968435896705b917cd569f7
tm:3d036e621fad46fdb74c5eb91eb79c04,690.0,dev:225605e54a1d4a808f8da32766701c52
tm:04ed688705334aaa9a27b09546fc100f,800.0,dev:c62dbc93abe24f389d717bddc88eed43
tm:8769f65e35894d26a70a61666d43f698,677.0,dev:e0f255e00968435896705b917cd569f7
tm:98e054ec02ba40a1bc5b943a07e8aaab,773.0,dev:225605e54a1d4a808f8da32766701c52
tm:fcfdde36d171437990b77b9eb2d51364,781.5,dev:e0f255e00968435896705b917cd569f7
tm:1cd7b6c3dd0b420b826d7601a0e15ace,856.0,dev:225605e54a1d4a808f8da32766701c52
tm:226bdbe3875f43e2a55fd22d991d1aa9,887.0,dev:e0f255e00968435896705b917cd569f7
tm:bad2f912b1314411afe363e37ab6ce13,937.5,dev:225605e54a1d4a808f8da32766701c52
tm:1864ca115a874aa78e6fc8a8b51373e4,973.0,dev:e0f255e00968435896705b917cd569f7
tm:c1f229ededae4f5fad9fad37f27ef94c,1018.0,dev:225605e54a1d4a808f8da32766701c52
tm:826cff51db5840e8aa5c5e5e5231349c,881.5,dev:225605e54a1d4a808f8da32766701c52
tm:951887faaae344cbb57f00dea555727b,856.0,dev:c62dbc93abe24f389d717bddc88eed43
tm:ae57f278eb48493f89768f6f240911b1,783.0,dev:e0f255e00968435896705b917cd569f7
tm:e8f0664d2ddc484098ddf4a1c3d20bd1,1057.0,dev:e0f255e00968435896705b917cd569f7
tm:099919a725564e8aa4b0251e07a66ed3,584.0,dev:2d332e39951049dca8676ee7b0c29d83
tm:b109e445e28d47c9842f0cd20a3aa592,589.0,dev:a7f5410bb99241ca848dc06899612a67
tm:0bb2d00a00c7412a9e2e69e2cc0d0a6b,598.5,dev:82b3b7c46da34694bb75160dd9420a89
tm:6b993b22c6b846f09b7e2e4fae77e6b3,612.0,dev:010dd6fd63994644ba1e388a17e709cc
tm:00e6f02d95a34fa1ace0104aa2f3d00b,617.0,dev:f8a1980aaaa149859a2d2fb8ab2829bd
tm:c8b9a4368137423890a4a26ff30209b1,695.5,dev:2d332e39951049dca8676ee7b0c29d83
tm:418f4e0820124961b34dae9eaaffef0e,700.5,dev:a7f5410bb99241ca848dc06899612a67
tm:295a44151dbf4a6aaba833bd1244afc1,692.0,dev:82b3b7c46da34694bb75160dd9420a89
tm:dd8f92777daf4c3fbcbd30cac7567fea,741.0,dev:010dd6fd63994644ba1e388a17e709cc
tm:7074bb34a6a5488286e22e4d6bdbce35,746.0,dev:f8a1980aaaa149859a2d2fb8ab2829bd
tm:1a8bd440a053401a9a4eef1288fb94fb,807.5,dev:2d332e39951049dca8676ee7b0c29d83
tm:27439b60c2ea41119f1dea0c1fed0b31,812.5,dev:a7f5410bb99241ca848dc06899612a67
tm:ba4866b9000242858d55a2a4660a93b3,785.5,dev:82b3b7c46da34694bb75160dd9420a89
tm:94fa1245777541f890fd74bdfe6f440a,869.0,dev:010dd6fd63994644ba1e388a17e709cc
tm:dce5807819274019acdc811496265230,874.0,dev:f8a1980aaaa149859a2d2fb8ab2829bd
tm:ac7f6c16ec884e32a9981640f6d78510,921.0,dev:2d332e39951049dca8676ee7b0c29d83
tm:ce3413d9210c40a5a5241c4b74500e12,926.0,dev:a7f5410bb99241ca848dc06899612a67
tm:a528400928cf4b1db02daa1204bc85b7,1032.0,dev:a7f5410bb99241ca848dc06899612a67
tm:ab976638cdc0492eaab6151e1168f443,1138.5,dev:2d332e39951049dca8676ee7b0c29d83
tm:d7d49ca4501147059cca805a65805c02,1143.5,dev:a7f5410bb99241ca848dc06899612a67
tm:ae49a540428f4d3e9dcfa703061fb3c4,934.0,dev:2d332e39951049dca8676ee7b0c29d83
tm:be4cc381340d4f3e86e327ecb388587d,939.0,dev:a7f5410bb99241ca848dc06899612a67
tm:3d4ee7d7e27f4c62a297904f631f7094,754.5,dev:82b3b7c46da34694bb75160dd9420a89
tm:bc95a7da4efc4e99b81a5cc85ecc5e63,871.0,dev:010dd6fd63994644ba1e388a17e709cc
tm:5999d225c5cd4526b6587c678613cdd3,1118.0,dev:82b3b7c46da34694bb75160dd9420a89
tm:329340679cc447f2806f33626ef424e7,414.0,dev:3a846c33da374c3f9f1401a2204e3569
tm:8a633e6aad2e45f88a63c605d1e071ab,456.0,dev:2bcbd013b84b4e78a5c20ba62468f302
tm:03cf3909b4864d1f94eace9951280089,446.0,dev:4f8c5a5364294099ad1a74332cd83b7e
tm:0556ae5240b44132b6ef915eff36ff39,508.5,dev:3a846c33da374c3f9f1401a2204e3569
tm:aabf9b3cfe1541309f09209c14f0b105,555.5,dev:2bcbd013b84b4e78a5c20ba62468f302
tm:75f94cae0ba542d890fc25bead5b55c8,554.0,dev:4f8c5a5364294099ad1a74332cd83b7e
tm:353af3ff47794129a668e4289b1fc24e,604.5,dev:3a846c33da374c3f9f1401a2204e3569
tm:fef6d0bb4e864b5c8e3ecfd56b0ee9ac,652.5,dev:2bcbd013b84b4e78a5c20ba62468f302
tm:522131b97b8f4b50865fd69060228037,657.0,dev:4f8c5a5364294099ad1a74332cd83b7e
tm:b3f5f18e53b94214b5088b407d019b92,701.0,dev:3a846c33da374c3f9f1401a2204e3569
tm:f30582baf68042cdb4dde8f6604ea86a,765.5,dev:4f8c5a5364294099ad1a74332cd83b7e
tm:a019fd9ed2464ec497488e70710cb152,798.5,dev:3a846c33da374c3f9f1401a2204e3569
tm:8b2dcd85e3194b48a87f38f92ea8ed96,691.5,dev:3a846c33da374c3f9f1401a2204e3569
tm:d66ead5b75544e72bed7b45f3d865ca5,650.0,dev:f7b8be5d187d41c18daa4930d849d1f3
tm:035d3eec37cf44b1bde0a134ac7e6b3f,655.0,dev:2bcbd013b84b4e78a5c20ba62468f302
tm:d667fb0d439c4935bc262ee4510870ee,634.5,dev:4f8c5a5364294099ad1a74332cd83b7e
tm:14e5bf1341bb4940b26c3005a4839268,790.5,dev:3a846c33da374c3f9f1401a2204e3569
tm:e9376ae9cdf5436a85f7b105e736009f,784.0,dev:f7b8be5d187d41c18daa4930d849d1f3
tm:3f733de1432e4652b18763e4d7595469,789.0,dev:2bcbd013b84b4e78a5c20ba62468f302
tm:ab2dcb1b798b49ddb8c3da3a1326d8b2,779.5,dev:4f8c5a5364294099ad1a74332cd83b7e
tm:d279d6d914b146189ab7f827600eb253,531.0,dev:99b24802323d481a8a24a8face6f4843
tm:5dcfe0bdf6ee4ec38214f90587dbb69a,542.5,dev:9014db0ce0c140aa9830e1ca81ec69f2
tm:67fbcc514b724be9981f92b2d80553a0,551.0,dev:6d39f2500e464d178db757c01ac8b0b9
tm:0706deea4ea64ca79d241ba1c0f91240,630.5,dev:99b24802323d481a8a24a8face6f4843
tm:6060a36492854cd89685a8b1ce8b18bb,643.5,dev:9014db0ce0c140aa9830e1ca81ec69f2
tm:2f3a3f7f3874478b8b8b752b8eea987a,666.0,dev:6d39f2500e464d178db757c01ac8b0b9
tm:9f6ee4c06cc24280b50fe6198b438adf,726.5,dev:99b24802323d481a8a24a8face6f4843
tm:a13e10e455744ee1b6351272f55f001f,731.5,dev:d002253be69942a891d20dc031cc93ba
tm:201de50b857e42678fcd871a942a708a,743.0,dev:9014db0ce0c140aa9830e1ca81ec69f2
tm:8fd52f280f1c40618ddc40afc291de16,781.0,dev:6d39f2500e464d178db757c01ac8b0b9
tm:f7ebbaa15bff46fd96a7f89eb3a9dfbd,827.5,dev:99b24802323d481a8a24a8face6f4843
tm:8c7c953432ba4177a0dac9c03f176128,897.0,dev:6d39f2500e464d178db757c01ac8b0b9
tm:8af10fc98a33441fa47a5c8c1cbf0dc2,926.5,dev:99b24802323d481a8a24a8face6f4843
tm:59b6b873aa9e45a9bd9637e08ff091f1,1025.5,dev:99b24802323d481a8a24a8face6f4843
tm:ab807be8e2a54b39b7305534d4299eac,772.0,dev:99b24802323d481a8a24a8face6f4843
tm:20eb6767597c4c209e678cf214f825e2,674.0,dev:9014db0ce0c140aa9830e1ca81ec69f2
tm:cdc1cb475d6e4067a3bab4748fd03664,741.0,dev:6d39f2500e464d178db757c01ac8b0b9
tm:31ee6170efad4ce1a1f2a968a4b44294,871.5,dev:99b24802323d481a8a24a8face6f4843
tm:85281f4c6ed54e23a2a034fa4cf37147,876.5,dev:d002253be69942a891d20dc031cc93ba
tm:a01abbc566d94f81b9ec92d8d2b9d8d4,904.0,dev:9014db0ce0c140aa9830e1ca81ec69f2
tm:f5574a4122e24cabb617a3141f923107,956.5,dev:6d39f2500e464d178db757c01ac8b0b9
tm:8f9b09a64f5a44f69ea0937546343d0d,1037.5,dev:99b24802323d481a8a24a8face6f4843
tm:f25fccedd20b458fb32404a0f35aa431,933.5,dev:9014db0ce0c140aa9830e1ca81ec69f2
tm:3254677aed344257abcde8e835c6a458,446.0,dev:3a3723ede126482ba6d6b2898f219aa7
tm:c199278e700845fea862190d58c2459a,557.5,dev:f615d819fb51414abf072597158bc83b
tm:8dca3ca42af94159b17a424df8c1f271,562.5,dev:8ba203e696974d28a086402d7ab80f73
tm:a210b822ae904017bdac3e9d9ed839f8,506.0,dev:4e4d378f567d410487d697241734c3c7
tm:29cae743c7504d749b16fe9796895b14,530.5,dev:3a3723ede126482ba6d6b2898f219aa7
tm:1815b6c2cc9d4badaa9e2bc281b40a4b,671.0,dev:8ba203e696974d28a086402d7ab80f73
tm:2d3ae5f808fc428c9e29d41941d6b89c,606.0,dev:4e4d378f567d410487d697241734c3c7
tm:9391edee05cc42ec99ed6383d60204c9,616.5,dev:3a3723ede126482ba6d6b2898f219aa7
tm:ea3c356e93ef47fcac57f53a028c3823,702.0,dev:4e4d378f567d410487d697241734c3c7
tm:6c4d27cb8f1d428387d665b813159856,702.5,dev:3a3723ede126482ba6d6b2898f219aa7
tm:bb779d4a3adc4d86bfd1a40fa70f2598,803.0,dev:4e4d378f567d410487d697241734c3c7
tm:24426495aeb64697b8ceac77da224f64,789.0,dev:3a3723ede126482ba6d6b2898f219aa7
tm:ade4ebcc3b8248b9bddc9ae5b4902f83,905.0,dev:4e4d378f567d410487d697241734c3c7
tm:fc0b888b6dfb41bdbc1351eb605555f5,874.0,dev:3a3723ede126482ba6d6b2898f219aa7
tm:3faef68fdb354362bdb4e459be5c38ea,961.0,dev:3a3723ede126482ba6d6b2898f219aa7
tm:7e935bcc2b5c471490e27d4594351244,1047.0,dev:3a3723ede126482ba6d6b2898f219aa7
tm:fb2015260dd14f709d3a7d9c72b0d753,864.5,dev:3a3723ede126482ba6d6b2898f219aa7
tm:82c74cbf586b41a78fd2a65fe51ee8f4,775.5,dev:f615d819fb51414abf072597158bc83b
tm:2ede367c985f419b9dc4db77e3a237ce,780.5,dev:8ba203e696974d28a086402d7ab80f73
tm:3eca6f457ea04304b27b6748f4a435ed,769.5,dev:4e4d378f567d410487d697241734c3c7
tm:7a208a4203cf4ad3bb97b0d6342ea2e8,509.5,dev:021a01a8f16142a1bbac70295783e279
tm:9d9ac6b8b3a94a3b827cb470a0addd40,514.5,dev:84c65f0d15ca40018ff0d9f8000db406
tm:b33af47bc8a34feb9add58c9eb332b09,526.0,dev:a622d6d0e637403ebe04d60b6914ee2a
tm:810b859602c04164a70dde19e827f662,507.0,dev:d1e97fd18b904b2491a214f1a4c60483
tm:78c89ec616cb495683525d106cfa4114,611.5,dev:021a01a8f16142a1bbac70295783e279
tm:d3b65cc8eccd4c209d54bae283f8e39b,616.5,dev:84c65f0d15ca40018ff0d9f8000db406
tm:0e4b2d1177be4592bb94fecba5c4512d,622.5,dev:a622d6d0e637403ebe04d60b6914ee2a
tm:1c2f6b898d704f3ab14e7cfc1f2529df,601.0,dev:d1e97fd18b904b2491a214f1a4c60483
tm:3504a6f2c88f490dbb99aa81e600d17c,716.0,dev:021a01a8f16142a1bbac70295783e279
tm:70fabab255844c2183734e1b51282a2e,721.0,dev:84c65f0d15ca40018ff0d9f8000db406
tm:240aecc130984ae4b13d78763f4edf52,725.0,dev:a622d6d0e637403ebe04d60b6914ee2a
tm:83b3103b960d4b5a9127ffb7a396e6dd,730.0,dev:f013821889c046c2ad179d69793afe91
tm:2891c09978d94062aaeab9856ce13aa0,692.0,dev:d1e97fd18b904b2491a214f1a4c60483
tm:262a8137133b4d59be1bc512986a4e2b,821.5,dev:021a01a8f16142a1bbac70295783e279
tm:6a0cf966dd774b7d94999865f06c96dc,826.5,dev:84c65f0d15ca40018ff0d9f8000db406
tm:c4ee539ea005418798113994278d34ac,782.0,dev:d1e97fd18b904b2491a214f1a4c60483
tm:9af68d3187394a009c303c598a0ca2a4,926.5,dev:021a01a8f16142a1bbac70295783e279
tm:532d450345514504b2c39a068a65ed5c,931.5,dev:84c65f0d15ca40018ff0d9f8000db406
tm:49a67bf41ced4dc092310ca34e6db411,877.0,dev:d1e97fd18b904b2491a214f1a4c60483
tm:25fd16d3d8f34622948d28b52d2ae8ec,931.0,dev:021a01a8f16142a1bbac70295783e279
tm:f936cf630a87485cb83764b79c077b2e,936.0,dev:84c65f0d15ca40018ff0d9f8000db406
tm:dad7b8205beb48898efeb2e3cf4cd280,921.0,dev:a622d6d0e637403ebe04d60b6914ee2a
tm:b863884e6a744659b8bcddbbf01b853f,926.0,dev:f013821889c046c2ad179d69793afe91
tm:fb187046c0ec4160a72f27c02e1cbf1d,859.5,dev:d1e97fd18b904b2491a214f1a4c60483
tm:68fc239fda5748748038122bd46d9919,580.5,dev:09726e9da7624d3b965d49354ac7e211
tm:a823ba3a220049cc9570b68a41a111b6,585.5,dev:da3906f13fe24996a59811ebee9ee930
tm:59d7a3c04efe483b86ba7fc36c3d56d3,606.0,dev:e72e61005f7547e1aa96aa2839cbf6b4
tm:a973f33528c7444f9d30c9239db5d925,588.0,dev:66170306dad64e86884a4d8efd85f2e7
tm:73562783a20e4a2a9ef4a3d818f3c4bd,692.0,dev:09726e9da7624d3b965d49354ac7e211
tm:ac5e172f13b8462d9c45b148de7dbca9,697.0,dev:da3906f13fe24996a59811ebee9ee930
tm:54545a29f9134cfcbf090d1d42f3ac81,705.5,dev:e72e61005f7547e1aa96aa2839cbf6b4
tm:96e8f558a831420ebd1c268ffb847327,685.0,dev:66170306dad64e86884a4d8efd85f2e7
tm:ff2f7fa9232540f796546ac3b5df0bb2,806.5,dev:09726e9da7624d3b965d49354ac7e211
tm:c3f3e44dfd664a76a4c73b00f59c0486,811.5,dev:da3906f13fe24996a59811ebee9ee930
tm:8c9c9e858d9b48deabefaecc1179db57,805.0,dev:e72e61005f7547e1aa96aa2839cbf6b4
tm:ae4a227636aa416aa49fc5af9f8bb4ef,781.0,dev:66170306dad64e86884a4d8efd85f2e7
tm:e875cb0310f049909730b228b5fa658f,916.0,dev:09726e9da7624d3b965d49354ac7e211
tm:813ff3b3f1a443ef8f5aef8c0565c98e,921.0,dev:da3906f13fe24996a59811ebee9ee930
tm:63f100de62cd45ceadda73766806d432,876.0,dev:66170306dad64e86884a4d8efd85f2e7
tm:8ffb28a04d44422d8665e3f306dc3ba2,1025.5,dev:09726e9da7624d3b965d49354ac7e211
tm:c78f41fe5a85448aaf26b991ad9cf514,973.0,dev:66170306dad64e86884a4d8efd85f2e7
tm:592a22009b7748819889072cdb4d50dd,911.0,dev:09726e9da7624d3b965d49354ac7e211
tm:3f28ea772eb443a8b118ae6e84cdf313,916.0,dev:da3906f13fe24996a59811ebee9ee930
tm:df310084d84e4f14aaaf7308e0dd586d,713.0,dev:e72e61005f7547e1aa96aa2839cbf6b4
tm:ea02c0424d8b493f870c4a100d7c9435,714.0,dev:66170306dad64e86884a4d8efd85f2e7
tm:806a268a456b4aec9c91d7249061fb98,1042.5,dev:09726e9da7624d3b965d49354ac7e211
tm:284f648359f34014a6502369c72af678,1047.5,dev:da3906f13fe24996a59811ebee9ee930
tm:afc1ca1a03e3409ab68244c19153498d,1079.0,dev:e72e61005f7547e1aa96aa2839cbf6b4
tm:2be9e891279f43299d2c97c81140df0b,1081.0,dev:66170306dad64e86884a4d8efd85f2e7
tm:d433a7e091ca4cb097ffb2fe484e6660,1177.0,dev:66170306dad64e86884a4d8efd85f2e7
tm:7373b7f2937a4a48a0274c1e61a3dedd,572.0,dev:f48672373e1442e9b87d3c06fbcf49b6
tm:9677bc48d81241528188c3a8c4fabb95,424.0,dev:20a40dd7f232420c831cb46be36c815c
tm:02b4618b662b42da83612ab4c659106a,611.0,dev:959203f7cafc4b218841cc27d96e70be
tm:eaed88cf393f4119b3c07408a31f61e0,672.0,dev:f48672373e1442e9b87d3c06fbcf49b6
tm:99f69cf0e7844727a9a1ec9297655d40,539.0,dev:20a40dd7f232420c831cb46be36c815c
tm:fd8848a9ab0943f186c159883e2d7f24,727.0,dev:959203f7cafc4b218841cc27d96e70be
tm:f4ddff78167241208f3a2a2e2d3749dc,767.0,dev:f48672373e1442e9b87d3c06fbcf49b6
tm:d4ed8ae0cbe84f9cade9a34146fa3a4c,717.0,dev:20a40dd7f232420c831cb46be36c815c
tm:99bf95b12af34b6691f6f848d04ca701,840.0,dev:959203f7cafc4b218841cc27d96e70be
tm:17507618f3ba4375ad329177fbcc612a,864.5,dev:f48672373e1442e9b87d3c06fbcf49b6
tm:309a104d436742f8a9dc72f12289afe5,955.0,dev:959203f7cafc4b218841cc27d96e70be
tm:61e791d1c626409f83fc8d18fbb42534,958.0,dev:f48672373e1442e9b87d3c06fbcf49b6
tm:6fa51b9fa0ac410d8d155eec526995ab,1057.5,dev:f48672373e1442e9b87d3c06fbcf49b6
tm:cb86968475e5429cb588708a4b0734d8,900.5,dev:f48672373e1442e9b87d3c06fbcf49b6
tm:810eb9802cd445fcb69de192f755260c,716.5,dev:20a40dd7f232420c831cb46be36c815c
tm:2b1516fa30354749a0ee0155b4d0fb77,749.5,dev:959203f7cafc4b218841cc27d96e70be
tm:9c575ddf9b464813aba8eb82f99a7364,995.5,dev:f48672373e1442e9b87d3c06fbcf49b6
tm:343f4d5eaf0847a5bbde35d485355d91,941.5,dev:20a40dd7f232420c831cb46be36c815c
tm:b87f3610ec8744c58f3dcb2d24543445,963.0,dev:959203f7cafc4b218841cc27d96e70be
tm:9c844b2b377d48c6855bee1fa199a07e,1044.0,dev:20a40dd7f232420c831cb46be36c815c
tm:be7a92e09f224478ae08e7f47e7bd0b6,313.5,dev:c6120391722d453495ab7780c1916e9c
tm:85e832c86b694a82913cd96c87deeb72,328.5,dev:dd0a70c3245f4456a7bbf423e313b327
tm:878a12bb8068402fbbef5731e700f22d,319.0,dev:0d9221fa9945438686409c97356f1a94
tm:45479a8f079c417287c821ffc73e33ad,412.5,dev:c6120391722d453495ab7780c1916e9c
tm:505e73bdfb7a4785b5207b1b885d770e,429.5,dev:dd0a70c3245f4456a7bbf423e313b327
tm:2a5982b4a79e41ba90a6cbe199998ce4,416.0,dev:0d9221fa9945438686409c97356f1a94
tm:d7cbc00b7f9942ad94d3ad5e0cdec552,513.0,dev:c6120391722d453495ab7780c1916e9c
tm:94c81407bfc94a1aa9a532b2bf79a020,568.0,dev:dd0a70c3245f4456a7bbf423e313b327
tm:95131cd5423f48eca9373632170380af,515.0,dev:0d9221fa9945438686409c97356f1a94
tm:2a0e958cd6874f86a071601f4ca110d2,610.5,dev:c6120391722d453495ab7780c1916e9c
tm:109dd3756eda4b5188571867b1db16fd,611.0,dev:0d9221fa9945438686409c97356f1a94
tm:042ef566e0a744d6a9bc626244ebd736,707.5,dev:c6120391722d453495ab7780c1916e9c
tm:cb9ba01b4aa9402f88b1e8585a36e752,706.0,dev:0d9221fa9945438686409c97356f1a94
tm:c126d79a9f9b48bd9d2a2348c1e4c09d,802.0,dev:c6120391722d453495ab7780c1916e9c
tm:67db2201777f48f8a81102c8fad3d5fd,662.5,dev:c6120391722d453495ab7780c1916e9c
tm:2ed34c9f85fc4bcc8d0432ad0485b11c,572.5,dev:dd0a70c3245f4456a7bbf423e313b327
tm:a512774405344c698805251cdd37f6e2,577.0,dev:0d9221fa9945438686409c97356f1a94
tm:c6231303dac542c69a5ec96374679298,759.0,dev:c6120391722d453495ab7780c1916e9c
tm:11b4b97cd52447359a0cef9fbd4190d7,723.5,dev:dd0a70c3245f4456a7bbf423e313b327
tm:28f462d1df3e4ce1aa0ad80798772d76,680.5,dev:0d9221fa9945438686409c97356f1a94
tm:d43256481e5c462190014550db6a2455,474.0,dev:386938cddc204eaca37e25dc36fcc5ee
tm:f7e1c3c167da4d75950f614ae93cf445,447.0,dev:5e9d5b7022c645609515a08510d8fe1c
tm:1560514cc65646f4b97ee96a76d88a15,490.0,dev:60537210eb5142139fbf55b30582c004
tm:b918d463398c4ed2b6c30eca1e0750b5,570.0,dev:386938cddc204eaca37e25dc36fcc5ee
tm:71baae909ec146d6932a500d63138d54,551.0,dev:5e9d5b7022c645609515a08510d8fe1c
tm:234ead86ad5d42b4ad58a4a4298028c5,616.0,dev:60537210eb5142139fbf55b30582c004
tm:dc1518d67fcd4f08a43b2ca7b71479ad,660.5,dev:386938cddc204eaca37e25dc36fcc5ee
tm:6a547a2c5c524523abec3f63ada88fc6,659.5,dev:5e9d5b7022c645609515a08510d8fe1c
tm:3452aa1f1bad4bb5b0664aa40d98afbe,745.0,dev:60537210eb5142139fbf55b30582c004
tm:1da20ad842e04ec6addf028346a87b19,750.0,dev:d501263712e04c25a4db53f2fa171599
tm:3bd47c52f38748398b64afe636ea9ffe,757.0,dev:386938cddc204eaca37e25dc36fcc5ee
tm:85bba70ed3734658ad4b3afcc81d032d,852.5,dev:386938cddc204eaca37e25dc36fcc5ee
tm:34a30ee8c3f2421990510e4ef7f40e2e,947.0,dev:386938cddc204eaca37e25dc36fcc5ee
tm:3b98542fe5ed469b8eabbc64502a0831,807.0,dev:386938cddc204eaca37e25dc36fcc5ee
tm:feba46201c524c608a852306e903b81b,622.5,dev:5e9d5b7022c645609515a08510d8fe1c
tm:450c96c33de14a5c9bf8a5d3c84506d9,688.5,dev:60537210eb5142139fbf55b30582c004
tm:066b130de0724780bd770446b9ca0b39,520.0,dev:225605e54a1d4a808f8da32766701c52
tm:2ee0c1ae015c45a08048ab9e6a54d1b4,578.5,dev:c62dbc93abe24f389d717bddc88eed43
tm:4a9459e6065d46d4b9c079fccd4fdb61,513.0,dev:e0f255e00968435896705b917cd569f7
tm:41af9d2846434f52855c3d35010a6fb2,607.0,dev:225605e54a1d4a808f8da32766701c52
tm:0eadd83bb0ee4bd6ab4024ba1fb0f194,691.5,dev:c62dbc93abe24f389d717bddc88eed43
tm:1441b83725f147b5b112992f866451dd,594.0,dev:e0f255e00968435896705b917cd569f7
tm:699689a9b31e4754be072efb76ec2629,690.0,dev:225605e54a1d4a808f8da32766701c52
tm:9cfb7082b2764cdc8827f24d13be2e27,800.0,dev:c62dbc93abe24f389d717bddc88eed43
