devices.uid,devices.name,devices.risk_threshold,devices.repair_time,devices.use_duration,devices.repair_skill,devices.json_law,devices.machine_id,devices.phm_module_id
dev:4822116a05f040a2846ebdda9887ebf5,Dv4,0.01,5.0,0.0,R2,"{""name"": ""norm"", ""params"": {""loc"": 87.40931417588087, ""scale"": 2.0}}",ma:8f5682441d474044b675fe5b5c071598,phm:1adec0bb29af4117a0f72f272169c796
dev:bcafedab81a544bcaa92114a19521e11,Dv1,0.01,5.0,0.0,R1,"{""name"": ""norm"", ""params"": {""loc"": 100, ""scale"": 10.0}}",ma:6e53e344e0c940508b8293982691bb4c,phm:1adec0bb29af4117a0f72f272169c796
dev:4491527229a84ce8a82317f1a15141e1,Dv2,0.01,5.0,0.0,R2,"{""name"": ""norm"", ""params"": {""loc"": 106.56348787062282, ""scale"": 2.0}}",ma:6e53e344e0c940508b8293982691bb4c,phm:1adec0bb29af4117a0f72f272169c796
dev:9ce58cd93c074898af8a8971d0a4970a,Dv3,0.01,5.0,0.0,R1,"{""name"": ""norm"", ""params"": {""loc"": 100, ""scale"": 10.0}}",ma:6e53e344e0c940508b8293982691bb4c,phm:1adec0bb29af4117a0f72f272169c796
dev:8fe495f7bda8418b9fba0eaac762362a,Dv1,0.01,5.0,0.0,R1,"{""name"": ""norm"", ""params"": {""loc"": 89.85395252905836, ""scale"": 2.0}}",ma:c6cc4d36eada46c9a2a2f05e1ccb8c4d,phm:3b8b8075d9e64fb0b13582f27187d925
dev:9c2718a0b74d4c0f834baa0ecf5bc97e,Dv2,0.01,5.0,0.0,R2,"{""name"": ""norm"", ""params"": {""loc"": 100, ""scale"": 10.0}}",ma:c6cc4d36eada46c9a2a2f05e1ccb8c4d,phm:3b8b8075d9e64fb0b13582f27187d925
dev:4b59ee75d38944df9fcdf578dc16dc1d,Dv3,0.01,5.0,0.0,R1,"{""name"": ""norm"", ""params"": {""loc"": 92.43487247638956, ""scale"": 2.0}}",ma:c6cc4d36eada46c9a2a2f05e1ccb8c4d,phm:3b8b8075d9e64fb0b13582f27187d925
dev:6930195d46944509974a2d94e73bc1d4,Dv4,0.01,5.0,0.0,R2,"{""name"": ""norm"", ""params"": {""loc"": 100, ""scale"": 10.0}}",ma:c6cc4d36eada46c9a2a2f05e1ccb8c4d,phm:3b8b8075d9e64fb0b13582f27187d925
dev:8026adcc211e446d911861fca4315010,Dv1,0.01,5.0,0.0,R1,"{""name"": ""norm"", ""params"": {""loc"": 100, ""scale"": 10.0}}",ma:502917f8988945148dc6e8c7719b6979,phm:3b8b8075d9e64fb0b13582f27187d925
dev:170cb5697fa14a6fa4d3e2a52aa0fdee,Dv2,0.01,5.0,0.0,R2,"{""name"": ""norm"", ""params"": {""loc"": 109.78176952470616, ""scale"": 2.0}}",ma:502917f8988945148dc6e8c7719b6979,phm:3b8b8075d9e64fb0b13582f27187d925
dev:f753209f9b6247fe85e9a149cc98eee6,Dv3,0.01,5.0,0.0,R1,"{""name"": ""norm"", ""params"": {""loc"": 100, ""scale"": 10.0}}",ma:502917f8988945148dc6e8c7719b6979,phm:3b8b8075d9e64fb0b13582f27187d925
dev:8c8c1f54ec6044ad9e9209a857f0f892,Dv4,0.01,5.0,0.0,R2,"{""name"": ""norm"", ""params"": {""loc"": 100.67990758357237, ""scale"": 2.0}}",ma:502917f8988945148dc6e8c7719b6979,phm:3b8b8075d9e64fb0b13582f27187d925
dev:a65e525ccd754b73995a9b44abb94bbb,Dv1,0.01,5.0,0.0,R1,"{""name"": ""norm"", ""params"": {""loc"": 100, ""scale"": 10.0}}",ma:9aaf0e60e7764ba282aef98a0178bb60,phm:3b8b8075d9e64fb0b13582f27187d925
dev:5450ac5b6fe844049c8d42687480e5c5,Dv2,0.01,5.0,0.0,R2,"{""name"": ""norm"", ""params"": {""loc"": 104.46248359630309, ""scale"": 2.0}}",ma:9aaf0e60e7764ba282aef98a0178bb60,phm:3b8b8075d9e64fb0b13582f27187d925
dev:37a64284a7e94407a44f9cba85eba5b4,Dv3,0.01,5.0,0.0,R1,"{""name"": ""norm"", ""params"": {""loc"": 100, ""scale"": 10.0}}",ma:9aaf0e60e7764ba282aef98a0178bb60,phm:3b8b8075d9e64fb0b13582f27187d925
dev:5595818bec4f43a282177cc86be00dcc,Dv1,0.01,5.0,0.0,R1,"{""name"": ""norm"", ""params"": {""loc"": 82.1101406118383, ""scale"": 2.0}}",ma:da6ae7fae4184865bf28c0247c99bbe2,phm:391989e4089a4a13803b47fa8a0fff91
dev:6e0c1a2a7e7142d88886e13ed3bd142c,Dv2,0.01,5.0,0.0,R2,"{""name"": ""norm"", ""params"": {""loc"": 100, ""scale"": 10.0}}",ma:da6ae7fae4184865bf28c0247c99bbe2,phm:391989e4089a4a13803b47fa8a0fff91
dev:054a835d78bd49e59531904b662f1554,Dv3,0.01,5.0,0.0,R1,"{""name"": ""norm"", ""params"": {""loc"": 87.59478416206515, ""scale"": 2.0}}",ma:da6ae7fae4184865bf28c0247c99bbe2,phm:391989e4089a4a13803b47fa8a0fff91
dev:a166f672920e46a4adddcd69fb9d988d,Dv4,0.01,5.0,0.0,R2,"{""name"": ""norm"", ""params"": {""loc"": 100, ""scale"": 10.0}}",ma:da6ae7fae4184865bf28c0247c99bbe2,phm:391989e4089a4a13803b47fa8a0fff91
dev:c812cfb8754a40679fc7281d1263c8e7,Dv1,0.01,5.0,0.0,R1,"{""name"": ""norm"", ""params"": {""loc"": 100, ""scale"": 10.0}}",ma:3d26fc18a71e45399411b3d035542092,phm:391989e4089a4a13803b47fa8a0fff91
dev:daa7316c9c7249c79dcf86cb620ba084,Dv2,0.01,5.0,0.0,R2,"{""name"": ""norm"", ""params"": {""loc"": 99.10005437086402, ""scale"": 2.0}}",ma:3d26fc18a71e45399411b3d035542092,phm:391989e4089a4a13803b47fa8a0fff91
dev:4224859857aa4d4aa9cfee109767773a,Dv3,0.01,5.0,0.0,R1,"{""name"": ""norm"", ""params"": {""loc"": 100, ""scale"": 10.0}}",ma:3d26fc18a71e45399411b3d035542092,phm:391989e4089a4a13803b47fa8a0fff91
dev:3c1fc04b7c6e4ab0bc23e9c0500837e5,Dv4,0.01,5.0,0.0,R2,"{""name"": ""norm"", ""params"": {""loc"": 116.99705061967103, ""scale"": 2.0}}",ma:3d26fc18a71e45399411b3d035542092,phm:391989e4089a4a13803b47fa8a0fff91
dev:6aa9c45f0bee4ded938c6df1e6e55c5c,Dv1,0.01,5.0,0.0,R1,"{""name"": ""norm"", ""params"": {""loc"": 100, ""scale"": 10.0}}",ma:7bcca49144df405a92fe24102bed9817,phm:391989e4089a4a13803b47fa8a0fff91
dev:001a74486c7141899c35fc1f3156dfbc,Dv2,0.01,5.0,0.0,R2,"{""name"": ""norm"", ""params"": {""loc"": 84.84823146706307, ""scale"": 2.0}}",ma:7bcca49144df405a92fe24102bed9817,phm:391989e4089a4a13803b47fa8a0fff91
dev:49e653f5dbbd48779d158a4089312c68,Dv3,0.01,5.0,0.0,R1,"{""name"": ""norm"", ""params"": {""loc"": 100, ""scale"": 10.0}}",ma:7bcca49144df405a92fe24102bed9817,phm:391989e4089a4a13803b47fa8a0fff91
