production_tasks.uid,production_tasks.duration,production_tasks.routing_id
tf:ba72bcb72eab40f98dff1cdee34869a3,8.0,ro:eaf14362f2d746bc94f222a8343fccdc
tf:bd2cb1a96a7143c6ba8769e11b2b0c6a,3.0,ro:eaf14362f2d746bc94f222a8343fccdc
tf:d7538cfda9604d1994f3d881d3461dc0,7.0,ro:eaf14362f2d746bc94f222a8343fccdc
tf:33c6a3bd7cea4f45858b4452b6cc6781,9.0,ro:eaf14362f2d746bc94f222a8343fccdc
tf:60239fd2bd4542c08d3bdee8401f64a7,7.0,ro:6c7d8e6f11fd4ed38815d2842d3c9e0b
tf:2b41611d8b8444e8afb944248750e0cd,1.0,ro:6c7d8e6f11fd4ed38815d2842d3c9e0b
tf:5e45e0720c454d3ba06da401ff3aa745,1.0,ro:6c7d8e6f11fd4ed38815d2842d3c9e0b
tf:1930bcbfa07c4522b3777e2110a2c44d,7.0,ro:6c7d8e6f11fd4ed38815d2842d3c9e0b
tf:8605cae30c08492d9681e0b590a47b45,3.0,ro:6c7d8e6f11fd4ed38815d2842d3c9e0b
tf:45f10fced295436c9827f9258e0f177a,3.0,ro:6c7d8e6f11fd4ed38815d2842d3c9e0b
tf:c739dbf61bac4ccdb5546266766fc417,2.0,ro:6c7d8e6f11fd4ed38815d2842d3c9e0b
tf:d149647298f54747bf09ff3f3ef5acfe,7.0,ro:6c7d8e6f11fd4ed38815d2842d3c9e0b
tf:a5e918b2fdc14822b2498657e9647d46,5.0,ro:626cc87c128d4acebc76f00e04e9b469
tf:195c9217d08040bdb0edf00be7c72d39,7.0,ro:626cc87c128d4acebc76f00e04e9b469
tf:5b559a651be94c8ca1a2ed08ff5c0d80,6.0,ro:626cc87c128d4acebc76f00e04e9b469
tf:0c63d800935e43a398af0340dc8e4dab,2.0,ro:626cc87c128d4acebc76f00e04e9b469
tf:fb8018cb74c1455ab1412fc6b11c79e7,3.0,ro:626cc87c128d4acebc76f00e04e9b469
tf:d9f358e7c12a46d39b8f5d450d5032cb,8.0,ro:62da5a3c84344f3699f6c571bc4364b2
tf:9f25a209483343f9b488ae6c43959c97,4.0,ro:62da5a3c84344f3699f6c571bc4364b2
tf:f71b74b930714478a51d791c94026cbb,1.0,ro:62da5a3c84344f3699f6c571bc4364b2
tf:b041cc5f912c44e39049cfe8a6655e11,1.0,ro:62da5a3c84344f3699f6c571bc4364b2
tf:6a6109c7504a410f8ee37a299138a952,4.0,ro:62da5a3c84344f3699f6c571bc4364b2
tf:8a4ce55d912d4a3684660b66c059b551,1.0,ro:62da5a3c84344f3699f6c571bc4364b2
tf:655d575da1f244cba46b18bd0487c1a9,9.0,ro:adf95ad9855647429fc4962dc07e521d
tf:e6a0f56ca0ab4a59b14d1aa7de7283ee,1.0,ro:adf95ad9855647429fc4962dc07e521d
tf:8f45772cfe1c4ea3941d8a98d89e3826,3.0,ro:adf95ad9855647429fc4962dc07e521d
tf:9cd5f3bce76d4a36a1bd8a445f24db54,5.0,ro:adf95ad9855647429fc4962dc07e521d
tf:578ebfcc89364b1694d283267042325f,3.0,ro:adf95ad9855647429fc4962dc07e521d
tf:7566007a844a4ddfa7a13251b5b7e293,5.0,ro:76083a96321b4e9787253602ad048c0b
tf:f3fde92d608540fcb21eaa342fe1a449,1.0,ro:76083a96321b4e9787253602ad048c0b
tf:b1e745d13aa14dcbab26ce6d636006b4,8.0,ro:76083a96321b4e9787253602ad048c0b
tf:366694840b704e1b8075555afd0d8312,1.0,ro:76083a96321b4e9787253602ad048c0b
tf:6ae6ca86560a4ff99277dbac8c42e59d,4.0,ro:76083a96321b4e9787253602ad048c0b
tf:3b29f0106cc2429abd8ef4c933b3f01f,8.0,ro:76083a96321b4e9787253602ad048c0b
tf:69e49283b30543829355f7bc43eaf4e8,6.0,ro:76083a96321b4e9787253602ad048c0b
tf:b301d54b89b24c9eb08f10d1934609bc,1.0,ro:10c4ef04d2f447c29ee65bd73a784d1d
tf:6a56a2588ac5492aac29d820fe8b9ca5,5.0,ro:10c4ef04d2f447c29ee65bd73a784d1d
tf:6b488d249e64409d8a0393586e4bd0f0,9.0,ro:10c4ef04d2f447c29ee65bd73a784d1d
tf:eaa490b2425043bb89524d421e4a1c7b,2.0,ro:10c4ef04d2f447c29ee65bd73a784d1d
tf:d0f1f9671951403cbde1556702018eef,7.0,ro:10c4ef04d2f447c29ee65bd73a784d1d
tf:bff6d56c5869452989851a8e7d10e53b,5.0,ro:10c4ef04d2f447c29ee65bd73a784d1d
tf:e95acc678ae84aa4945508bf80af1613,7.0,ro:10c4ef04d2f447c29ee65bd73a784d1d
tf:a1b4eb228b9f46219490e6d99fe53b72,7.0,ro:c33c71cb7bc94775be6e96f68d4897bb
tf:efd6a6dc99f842f8b9be0c831de3b8fa,9.0,ro:c33c71cb7bc94775be6e96f68d4897bb
tf:8bf08d3b033d42a0b8b48f0d3ad17432,1.0,ro:c33c71cb7bc94775be6e96f68d4897bb
tf:38a72379615d41b1afa1317877600f65,5.0,ro:c33c71cb7bc94775be6e96f68d4897bb
tf:52c18504cf5f4925b3406feb4f49aaca,2.0,ro:c33c71cb7bc94775be6e96f68d4897bb
tf:74e2441abfa947bab3c793284301ec83,2.0,ro:c33c71cb7bc94775be6e96f68d4897bb
tf:900489f340d340098f27e282f6f1866a,1.0,ro:c33c71cb7bc94775be6e96f68d4897bb
tf:09d02468e41a429e83c3d1266e5a8d3e,7.0,ro:de1f3d02436c4474a32e859bda184d80
tf:86f50e075f9343b6bf74e98baa4eab58,8.0,ro:de1f3d02436c4474a32e859bda184d80
tf:a5141b340ad042538d270b88db769644,8.0,ro:de1f3d02436c4474a32e859bda184d80
tf:8e277fcade204a938579e37552b3761a,5.0,ro:de1f3d02436c4474a32e859bda184d80
tf:3affe25aa1ae428fa42339ddad1fc135,7.0,ro:de1f3d02436c4474a32e859bda184d80
tf:491101d74cf74f82a97fb032cb60c907,6.0,ro:de1f3d02436c4474a32e859bda184d80
tf:8dbfa830acad4ba8a6733cfaf19bed7f,4.0,ro:de1f3d02436c4474a32e859bda184d80
tf:9ad15f8c0a2d4cdaa1ba0f8ab73f6d09,1.0,ro:de1f3d02436c4474a32e859bda184d80
tf:19ca4f1056ac482f93bbb4845b2d2966,3.0,ro:946028d2d9e546f59321ff6616c647d4
tf:b387d6cb8d1c4c2d9bf85c70088eb271,1.0,ro:946028d2d9e546f59321ff6616c647d4
tf:b7f207bf2e9441fb970798835c2d1ba5,7.0,ro:946028d2d9e546f59321ff6616c647d4
tf:a7453f28b4b7487c902887da6d56ebd1,2.0,ro:946028d2d9e546f59321ff6616c647d4
tf:cfc72853dff74a9aa68f8923a07607da,6.0,ro:946028d2d9e546f59321ff6616c647d4
tf:4807c6ee300c446c9942f8ee4784409f,9.0,ro:946028d2d9e546f59321ff6616c647d4
tf:5dceec9691e2486781fdd99237960841,7.0,ro:946028d2d9e546f59321ff6616c647d4
tf:9c50ddf41c3341f9b8bc8c8ef4c7ccaf,5.0,ro:dc08ff9b48174008b26cf4c5d5940105
tf:cbf5b57531c844f6b130ccd0436223ec,4.0,ro:dc08ff9b48174008b26cf4c5d5940105
tf:14299d720dea482fbbad8b1dcee709eb,7.0,ro:dc08ff9b48174008b26cf4c5d5940105
tf:e6df66be46604b928be29854441a5ddb,1.0,ro:dc08ff9b48174008b26cf4c5d5940105
tf:b519c63297bc4ed8bd286ab9622fbd90,2.0,ro:dc08ff9b48174008b26cf4c5d5940105
tf:da5e16b78afb418da43ae4562dc49f4e,8.0,ro:e114d46dc83f4a8fb85081c17846ef5b
tf:361b537579be4566a0e2d874a556d83d,4.0,ro:e114d46dc83f4a8fb85081c17846ef5b
tf:783729aec5634f74ae94b8794f9b4a66,9.0,ro:e114d46dc83f4a8fb85081c17846ef5b
tf:7129b3a7d1464cfb9897a1a729096098,9.0,ro:e114d46dc83f4a8fb85081c17846ef5b
tf:4d125ea769fd45168c5c8e15c779a456,7.0,ro:e114d46dc83f4a8fb85081c17846ef5b
tf:8cb11e2ccce94476a2bc5974e1e5ad23,8.0,ro:e114d46dc83f4a8fb85081c17846ef5b
tf:4a34f65413e34b85b6b4d2efb772b278,3.0,ro:e114d46dc83f4a8fb85081c17846ef5b
tf:891b8d1d0750400fb158969c18b89a7d,5.0,ro:e114d46dc83f4a8fb85081c17846ef5b
tf:3c2fb25fcecc4acfbb0027cfc57e6c83,1.0,ro:e114d46dc83f4a8fb85081c17846ef5b
tf:27f061b369564691a929e20ed2788c9c,2.0,ro:c4c5f6c1b80b4ea8883cba19e07901bb
tf:0401bbf5e2b24c3c907a35359fdb24d4,4.0,ro:c4c5f6c1b80b4ea8883cba19e07901bb
tf:257addce004d4b96a068966eccabc34f,8.0,ro:c4c5f6c1b80b4ea8883cba19e07901bb
tf:6f9b3067597442d5be2756e068dc5257,3.0,ro:c4c5f6c1b80b4ea8883cba19e07901bb
tf:6778cbd130ed4029bbddcadda771d510,8.0,ro:c4c5f6c1b80b4ea8883cba19e07901bb
tf:81ebb75a02ae422cb0e535dd0056e469,7.0,ro:c4c5f6c1b80b4ea8883cba19e07901bb
tf:ea0444fd2e244399b934f25cce894fa2,8.0,ro:c4c5f6c1b80b4ea8883cba19e07901bb
tf:270df5c746f44ef38b8a1cb179be863b,7.0,ro:c4c5f6c1b80b4ea8883cba19e07901bb
tf:1115449144f2458f9a97094f7186658e,4.0,ro:b6f26e55e954448096e06b37198b352c
tf:2693ba4fc71243b28c32d0131a9117dc,5.0,ro:b6f26e55e954448096e06b37198b352c
tf:e91f472cbc17450f91839ae5b4d3892f,7.0,ro:b6f26e55e954448096e06b37198b352c
tf:41697173ff204e40b7817d07bc833531,7.0,ro:b6f26e55e954448096e06b37198b352c
tf:a85843a375ed4f45b2175982730fd560,7.0,ro:b6f26e55e954448096e06b37198b352c
tf:8bd24007a5f34100be1413f6a295031e,9.0,ro:b6f26e55e954448096e06b37198b352c
tf:9609c719796b4f20832081f9475d8691,9.0,ro:b6f26e55e954448096e06b37198b352c
tf:7a08425e630042ba976481e14776a02f,2.0,ro:b6f26e55e954448096e06b37198b352c
tf:e1724c5381db4e72940d2c06cb9defb1,6.0,ro:79a265b034484e889285b0d7b1c6ad78
tf:d6578cc2050049398ed9a48c32d54e23,5.0,ro:79a265b034484e889285b0d7b1c6ad78
tf:3c1266a9d1d949289965577854ed7a3e,6.0,ro:79a265b034484e889285b0d7b1c6ad78
tf:10881b99b7664f0a9db95b2837961168,1.0,ro:79a265b034484e889285b0d7b1c6ad78
tf:f2b27ab23509402b848d44279cdf5ce0,4.0,ro:79a265b034484e889285b0d7b1c6ad78
tf:e6321215d6cf4988a35127e38c233c2d,7.0,ro:79a265b034484e889285b0d7b1c6ad78
tf:b428e0fe4bcf491fa3cd76c6ecb60c47,3.0,ro:79a265b034484e889285b0d7b1c6ad78
tf:dff62039d03e44d6be64b6460406d9aa,2.0,ro:79a265b034484e889285b0d7b1c6ad78
tf:8c90180abd774fcda49991d8eb96883d,5.0,ro:980bc1301951421589e3cf5641cfe13f
tf:dc28487da6f4410d9c95ed7d51f7cc53,9.0,ro:980bc1301951421589e3cf5641cfe13f
tf:4bdd46e4db7943f5b6b3197bcc864b34,9.0,ro:980bc1301951421589e3cf5641cfe13f
tf:2ef3b4ec2f4148d0ab477aa522df8d0b,7.0,ro:980bc1301951421589e3cf5641cfe13f
tf:41739743f48e4800bdc05b19716e6318,3.0,ro:980bc1301951421589e3cf5641cfe13f
tf:1c64fc2484f64dc9bc807adc022e3ae3,3.0,ro:980bc1301951421589e3cf5641cfe13f
tf:35bcd2035f9a4b2f95f2db32b454eaa7,7.0,ro:980bc1301951421589e3cf5641cfe13f
tf:acacc610861f44988dc65cf8c3d956c8,2.0,ro:4fae963b918944f3839daf4fc7d5eb9a
tf:6a86e28c93a14559a4277d8a075bf2f4,1.0,ro:4fae963b918944f3839daf4fc7d5eb9a
tf:5a38279dae2f4850a8119838da37db20,8.0,ro:4fae963b918944f3839daf4fc7d5eb9a
tf:7f1d87124b92421d82510b7591d1e789,6.0,ro:4fae963b918944f3839daf4fc7d5eb9a
tf:95946bb9fb074fafa0722d7f54bf3bbb,2.0,ro:4fae963b918944f3839daf4fc7d5eb9a
tf:032a9a583ed249a380601418cc8be252,3.0,ro:4fae963b918944f3839daf4fc7d5eb9a
tf:e9326846ed9146adbd24f1a258f738dc,2.0,ro:7e89d392663744ef948f88b6c517725f
tf:ce95f325779e422b8f70535f5fb95f1a,9.0,ro:7e89d392663744ef948f88b6c517725f
tf:bc5abe1029b442f4afe906a97fc97d95,7.0,ro:7e89d392663744ef948f88b6c517725f
tf:9c177132a811471faffb631540a90cca,8.0,ro:7e89d392663744ef948f88b6c517725f
tf:3013130d51864d098d0c175f514490f6,9.0,ro:7e89d392663744ef948f88b6c517725f
tf:84e53b3cf2164d0f8b288394ec89674d,4.0,ro:7e89d392663744ef948f88b6c517725f
tf:7faf86b619784e46baebf47f5d5d22e7,2.0,ro:7e89d392663744ef948f88b6c517725f
tf:689467bbbe0e448191a34d0672fd1d2a,5.0,ro:7e89d392663744ef948f88b6c517725f
tf:72d418a1fa0c4004b896a17a384d3dc7,7.0,ro:d7c006fd01e541edb48c30debc097e90
tf:da910969b4d34bf8918c6adbf014232f,7.0,ro:d7c006fd01e541edb48c30debc097e90
tf:c9616ac8644d442c8ddb92b39189048d,9.0,ro:d7c006fd01e541edb48c30debc097e90
tf:49a06774b29e4d1995fc2191eec6cb5e,2.0,ro:d7c006fd01e541edb48c30debc097e90
tf:cb7fef61691a4a5a9136d77de708b470,2.0,ro:d7c006fd01e541edb48c30debc097e90
tf:3ec31acf7efb43f683a0f3f7f7de35bd,2.0,ro:d7c006fd01e541edb48c30debc097e90
tf:d2b74c461e1b4d688f87aced4430d0bc,1.0,ro:d7c006fd01e541edb48c30debc097e90
tf:7d093fab04cf4330bf04859163a1dc87,6.0,ro:50e0def702f54b039174b034d5539515
tf:e45e667663f24c9ea29aba4e90eb922e,7.0,ro:50e0def702f54b039174b034d5539515
tf:1a977380043344ebb0089f2fb7701599,7.0,ro:50e0def702f54b039174b034d5539515
tf:96a2b28ff87942d9977851a5b12edcf2,2.0,ro:50e0def702f54b039174b034d5539515
tf:8fdffe13b65b418c9448bab4654142ed,9.0,ro:50e0def702f54b039174b034d5539515
tf:51220dd830fa46c0952d51f8b01d89e5,4.0,ro:50e0def702f54b039174b034d5539515
tf:84b888c92fbf4c2585d82168e14843cc,4.0,ro:50e0def702f54b039174b034d5539515
tf:f667ee82ab464211b2651be58894fc1c,9.0,ro:6c16f2ceb6454405aa361cbc1477ab1c
tf:53e2e25a24aa49ad930adc9908cac196,1.0,ro:6c16f2ceb6454405aa361cbc1477ab1c
tf:3272ba2809df4358a007198363b859d9,8.0,ro:6c16f2ceb6454405aa361cbc1477ab1c
tf:368d76e9c3e540b0817bce0ef4192d76,5.0,ro:6c16f2ceb6454405aa361cbc1477ab1c
tf:f5ebb3c141b94711acf5fb5f8134b64a,9.0,ro:6c16f2ceb6454405aa361cbc1477ab1c
tf:b3ed5c203df74e21ab2baebabdf735dc,3.0,ro:74c1843013214bfeb60948aa89889c58
tf:5fa29582dce440369eccb3937a092ef7,9.0,ro:74c1843013214bfeb60948aa89889c58
tf:a7202fe70c1f4000a6d0783a7e3c4bb0,7.0,ro:74c1843013214bfeb60948aa89889c58
tf:8b021fae4e6c4aebb588f01c79d5ce4a,1.0,ro:74c1843013214bfeb60948aa89889c58
tf:51984858a75c4916be20e32d99058910,1.0,ro:74c1843013214bfeb60948aa89889c58
tf:ad5f0003ba694fcdb30020d3904625b4,3.0,ro:74c1843013214bfeb60948aa89889c58
tf:a779e792d4bb4952a91099dfdaf38fd5,2.0,ro:74c1843013214bfeb60948aa89889c58
tf:d9bfedd7339444eabc0e9360e6aff039,2.0,ro:74c1843013214bfeb60948aa89889c58
tf:57e7b8c7045c410e9229e96844bba55c,5.0,ro:74c1843013214bfeb60948aa89889c58
tf:c3953f39ed8d411eb1ae1b5cd17e0300,1.0,ro:a3bd84f737a346ee9b507f42bd90edab
tf:711e9178c1bc4493b66a30c8a7ea9a47,5.0,ro:a3bd84f737a346ee9b507f42bd90edab
tf:372a38f4ba77472ea17aa1c198dd5159,7.0,ro:a3bd84f737a346ee9b507f42bd90edab
tf:391ec32564ef4e7c8325610e5b5f4f49,1.0,ro:a3bd84f737a346ee9b507f42bd90edab
tf:2329dd6f4cf8489dab13940ca4b05364,3.0,ro:a3bd84f737a346ee9b507f42bd90edab
tf:675b39d260fc4ba4854b499f2088ad02,2.0,ro:a3bd84f737a346ee9b507f42bd90edab
tf:149784615b86487bb4c73c92bf200f43,4.0,ro:a3bd84f737a346ee9b507f42bd90edab
tf:15728fc8e6644a7b9f2aa1a05aca86e2,6.0,ro:a3bd84f737a346ee9b507f42bd90edab
tf:45be86cc50154fa5b6bc24bc94e53427,1.0,ro:454ee04541ab4a11b7273dd8073a9780
tf:a1999830db524a92a6560838cb8e262e,8.0,ro:454ee04541ab4a11b7273dd8073a9780
tf:3b8c1646fb1543bb83e6a244dafac654,6.0,ro:454ee04541ab4a11b7273dd8073a9780
tf:38b9cfda56994bb3959863ff7728f69d,6.0,ro:454ee04541ab4a11b7273dd8073a9780
tf:70cab872fbf7415e9de3324647175958,5.0,ro:454ee04541ab4a11b7273dd8073a9780
tf:a7d82e9dce7849f496f4b656cb5fc03d,6.0,ro:454ee04541ab4a11b7273dd8073a9780
tf:6b8d273c65fd40c1853620e6ca32255d,4.0,ro:454ee04541ab4a11b7273dd8073a9780
tf:68eb532e63a84045816a094e6e388332,7.0,ro:454ee04541ab4a11b7273dd8073a9780
tf:4856d63021b84d4395819ac4497750a5,1.0,ro:454ee04541ab4a11b7273dd8073a9780
tf:b156584110cd4ae88fb03e1439a0c567,8.0,ro:185e8d9cb2a04524833baa38f8e6fda7
tf:f12f836b42bb4c63bbd5cb5fdb4daefe,8.0,ro:185e8d9cb2a04524833baa38f8e6fda7
tf:440117d483934c0e92751687f295228c,8.0,ro:185e8d9cb2a04524833baa38f8e6fda7
tf:6fda4b3fe26446aaa46375a30774b167,6.0,ro:185e8d9cb2a04524833baa38f8e6fda7
tf:164837a844bf49f68a5f0aa65cf63155,6.0,ro:185e8d9cb2a04524833baa38f8e6fda7
tf:a2d5cd1df64c47e4b3f0db920e0025a4,1.0,ro:e1d7f5f90c3c4e5f9ad4f9375fca3e4a
tf:9d72725e7aa24f4ea5aa02df48b47c30,2.0,ro:e1d7f5f90c3c4e5f9ad4f9375fca3e4a
tf:a8747882ae6b43be8d4b27b85dde052c,6.0,ro:e1d7f5f90c3c4e5f9ad4f9375fca3e4a
tf:a4f7e3725abc4870ba6c39e1ebc3d0eb,7.0,ro:e1d7f5f90c3c4e5f9ad4f9375fca3e4a
tf:4ac173aaea604a82861fc343f73f01de,7.0,ro:e1d7f5f90c3c4e5f9ad4f9375fca3e4a
tf:8371f464c0704306ac375ba04a5c26cb,3.0,ro:aed716ae6a6a4b3cb6575ecd051e2c06
tf:4558022366cb45d68c5e47db8904c177,4.0,ro:aed716ae6a6a4b3cb6575ecd051e2c06
tf:feb0c8d125964721af0b3c2862560f75,2.0,ro:aed716ae6a6a4b3cb6575ecd051e2c06
tf:53738375fee0462a9c44aba44fc95d87,4.0,ro:aed716ae6a6a4b3cb6575ecd051e2c06
tf:028865df75dc47f0834d39dcbb28d095,2.0,ro:aed716ae6a6a4b3cb6575ecd051e2c06
tf:92ab8dde900d47d983e01df1077ab8f3,7.0,ro:aed716ae6a6a4b3cb6575ecd051e2c06
tf:98a190340d81471cb58ca0bde2079783,5.0,ro:aed716ae6a6a4b3cb6575ecd051e2c06
tf:f492cfc1b793482c904cb50018a50948,1.0,ro:aed716ae6a6a4b3cb6575ecd051e2c06
tf:36a7cba3da564e768ef58caf808821a6,9.0,ro:e1eb3763a50e4dde9a370b98524a3b09
tf:fe2471d3095249a1a760488b500a0d16,4.0,ro:e1eb3763a50e4dde9a370b98524a3b09
tf:960b184c350d493f8af9973ca4cb1748,6.0,ro:e1eb3763a50e4dde9a370b98524a3b09
tf:cde27162348342ac98360448ca451990,5.0,ro:e1eb3763a50e4dde9a370b98524a3b09
tf:ea14f26f9db1482b958405367ddd12b7,5.0,ro:e1eb3763a50e4dde9a370b98524a3b09
tf:96c06537345a49eda63ea02a9e1f0725,1.0,ro:e1eb3763a50e4dde9a370b98524a3b09
tf:1ad583f6b18f411d89603fae9a95e4b3,8.0,ro:e1eb3763a50e4dde9a370b98524a3b09
tf:b2419d1788a343e7b1cf4b812e816760,4.0,ro:e1eb3763a50e4dde9a370b98524a3b09
tf:cc34fffdac694d0a9d5cf3e99f303c59,3.0,ro:e1eb3763a50e4dde9a370b98524a3b09
tf:36944bce3891460597f7e1007c210273,7.0,ro:5ae2083d21134a41b9e1f7ae5b0a1ada
tf:dd1f84f6ce664339bc6229f7f002b3ab,8.0,ro:5ae2083d21134a41b9e1f7ae5b0a1ada
tf:918c9642ccd0499287f55fbbc9841064,6.0,ro:5ae2083d21134a41b9e1f7ae5b0a1ada
tf:aa3d56933bcc476f8958827baedc3ced,9.0,ro:5ae2083d21134a41b9e1f7ae5b0a1ada
tf:85689d000ec7444aa2c5b98708687543,5.0,ro:5ae2083d21134a41b9e1f7ae5b0a1ada
tf:8b69ce6fbff14d519abe6b59ecba9f3d,6.0,ro:5ae2083d21134a41b9e1f7ae5b0a1ada
tf:29151a1149b24c0f943d3b5b3ef1ab06,5.0,ro:e42b7a87876644249f40c2d6e60a0b09
tf:c406f059e92543d599ed68e75fd43fca,6.0,ro:e42b7a87876644249f40c2d6e60a0b09
tf:76a8e2a3606b4f26b14781ee6a86f9ee,3.0,ro:e42b7a87876644249f40c2d6e60a0b09
tf:e52bc11d090b4a7e9c495ad27779cea0,1.0,ro:e42b7a87876644249f40c2d6e60a0b09
tf:e6e03f4f05294046a030eccd21ede289,1.0,ro:e42b7a87876644249f40c2d6e60a0b09
tf:78798e42d3314d619d2967e81047003d,6.0,ro:e42b7a87876644249f40c2d6e60a0b09
tf:f24c8f45f067437f878016e92c4c6ba6,9.0,ro:e42b7a87876644249f40c2d6e60a0b09
tf:8f266dd1524c4543924b3743ceed91b2,9.0,ro:e42b7a87876644249f40c2d6e60a0b09
tf:b0510d94ae884ab0ac6d2973f4160df2,3.0,ro:025cae47214b4ee38c46c582a38e7349
tf:a00f2d1002a44aecac3e1621c0a9c888,9.0,ro:025cae47214b4ee38c46c582a38e7349
tf:f8b2a99882da46319e2feea00d3cc75a,2.0,ro:025cae47214b4ee38c46c582a38e7349
tf:61c3fceb95734733b630fa60a248155b,9.0,ro:025cae47214b4ee38c46c582a38e7349
tf:fb0ac14b438f4c92a215b277f46f3534,9.0,ro:025cae47214b4ee38c46c582a38e7349
tf:7b33a4aa47c64090bf147a64c333c46a,4.0,ro:025cae47214b4ee38c46c582a38e7349
tf:5d8347774d6d4cee9e0b8011c1002334,3.0,ro:025cae47214b4ee38c46c582a38e7349
tf:64d552af13674508b81f281beab25b12,9.0,ro:025cae47214b4ee38c46c582a38e7349
tf:95845f84ce2c45d3b9dab6ac5387f87d,5.0,ro:025cae47214b4ee38c46c582a38e7349
tf:a827fa018a6841a8b7b78afbb435cad5,4.0,ro:f9cef6a42045497aa93a6da3a0291183
tf:81b07dac15f84f23b08b999328a88c41,7.0,ro:f9cef6a42045497aa93a6da3a0291183
tf:51f47f485c1e4f3ba78a092fc23523b0,1.0,ro:f9cef6a42045497aa93a6da3a0291183
tf:f158f1d73e09419f9a2ff5e055cfc770,4.0,ro:f9cef6a42045497aa93a6da3a0291183
tf:5603ecc92aa14266a18d380120488f60,5.0,ro:f9cef6a42045497aa93a6da3a0291183
tf:8d750abfa99c44f39de29c22779d403f,1.0,ro:f9cef6a42045497aa93a6da3a0291183
tf:2a8866df0bad4327b76284e2c263b904,3.0,ro:f9cef6a42045497aa93a6da3a0291183
tf:cac522f252bc40e0bbcfb133dd99a313,5.0,ro:f9cef6a42045497aa93a6da3a0291183
tf:89200531213b4991895d8e4da69b93b0,4.0,ro:4bc283cba27a44b5a86176e7d0f2602d
tf:1c68c5063d4c456685874a6273dedae2,2.0,ro:4bc283cba27a44b5a86176e7d0f2602d
tf:9d5f7d5357b845d9b90b801838b3f7ce,4.0,ro:4bc283cba27a44b5a86176e7d0f2602d
tf:933f847cfbc5441c894fa4c00532c7f7,6.0,ro:4bc283cba27a44b5a86176e7d0f2602d
tf:6ce7cf02dd3d43748581168804e20967,6.0,ro:4bc283cba27a44b5a86176e7d0f2602d
tf:78d481fd85354c1b8cc31300ed1af727,2.0,ro:4bc283cba27a44b5a86176e7d0f2602d
tf:0b9d9873274d482a9ce1abbe90bb6cb0,6.0,ro:4bc283cba27a44b5a86176e7d0f2602d
tf:f0cc0ed012934bbebe599dde2b3bf324,9.0,ro:12fc77eec88b4e93bc79e314c8a314f6
tf:314e6d09178e432597a12c3843700ba8,3.0,ro:12fc77eec88b4e93bc79e314c8a314f6
tf:05f78c75e4b14565b7435bc777ea842c,5.0,ro:12fc77eec88b4e93bc79e314c8a314f6
tf:042889c6683541e9a1af8e6b89789ad3,5.0,ro:12fc77eec88b4e93bc79e314c8a314f6
tf:8d3372202d744d18805ac8a0c43d4b98,5.0,ro:12fc77eec88b4e93bc79e314c8a314f6
tf:80547a68df4c4bb2b91724e70b654941,4.0,ro:12fc77eec88b4e93bc79e314c8a314f6
tf:1168b7caaae94f1eac3dd24927a3ee50,8.0,ro:12fc77eec88b4e93bc79e314c8a314f6
tf:bd25313a21164c70b4594d555a9c441b,6.0,ro:12fc77eec88b4e93bc79e314c8a314f6
tf:b4d3d924f7484c7aaf8c19e4ce45c392,9.0,ro:12fc77eec88b4e93bc79e314c8a314f6
tf:0f6609c5f3dd457a8b66bf15a50f82bb,2.0,ro:533f19a0b6a14cf8be214303534a4625
tf:a0e7a02d2c184fbca4b41253c6ad80c3,4.0,ro:533f19a0b6a14cf8be214303534a4625
tf:87584864d1a54f70bb81a646ba9160a3,8.0,ro:533f19a0b6a14cf8be214303534a4625
tf:7332c5211afb455d90f44c04a8e9b617,4.0,ro:533f19a0b6a14cf8be214303534a4625
tf:96f860b7a6794b6aa0188caea8535dcc,8.0,ro:533f19a0b6a14cf8be214303534a4625
tf:833c7c724280480b930cccc9326c04f7,6.0,ro:533f19a0b6a14cf8be214303534a4625
tf:e2f5b3ea42124f18a718d80dac44cfe2,2.0,ro:533f19a0b6a14cf8be214303534a4625
tf:2cd702afe1384001b56db738a5109355,3.0,ro:533f19a0b6a14cf8be214303534a4625
tf:628c7e5ab98b4ee8ad24521ab3babaae,6.0,ro:533f19a0b6a14cf8be214303534a4625
tf:5eddba8e067744ee9b9f5e929c7e98f1,9.0,ro:c6d68b4e076242b0a5b1eade38629104
tf:e603fba04c53479989169fc4ca79cba3,3.0,ro:c6d68b4e076242b0a5b1eade38629104
tf:5abd76ada5b04084bdb7f3406df385be,9.0,ro:c6d68b4e076242b0a5b1eade38629104
tf:746ccc87fc0c415cbc56f427150705fe,3.0,ro:c6d68b4e076242b0a5b1eade38629104
tf:13a6d35d1e9947d18473c6e76cb5ff03,7.0,ro:c6d68b4e076242b0a5b1eade38629104
tf:7153f3fd6eff4ce3b5db08cf71718661,9.0,ro:7bc842f813a541c6ad6d60e38d98a899
tf:0af4c1d19d1049f49d61db481cd1e5f8,4.0,ro:7bc842f813a541c6ad6d60e38d98a899
tf:aecf679f8096407c81698b78f3bfb690,8.0,ro:7bc842f813a541c6ad6d60e38d98a899
tf:3eb0311439854457a3639421927ba653,5.0,ro:7bc842f813a541c6ad6d60e38d98a899
tf:b3dd367c6fa342818fe3f888356b6672,8.0,ro:7bc842f813a541c6ad6d60e38d98a899
