positions.task_id,positions.exp_id,positions.start_time,positions.end_time,positions.ressource_id
tf:a8d734f783b447f3a29060bf968acb7d,exp:70f5b6adc0dc404fa05095013dd5ba19,648.5,653.5,ma:a62cfadc622447598c9fde014e804162
tf:cc357d7c87414f4c978eca8c8ea7a274,exp:70f5b6adc0dc404fa05095013dd5ba19,653.5,655.5,ma:a62cfadc622447598c9fde014e804162
tf:7e498c7c10854fc19b4e884fffe169d1,exp:70f5b6adc0dc404fa05095013dd5ba19,655.5,664.5,ma:a62cfadc622447598c9fde014e804162
tf:16eff2a9b4cf498e9a4730841a37ddec,exp:70f5b6adc0dc404fa05095013dd5ba19,664.5,670.5,ma:a62cfadc622447598c9fde014e804162
tf:1aa89d8a5af845c098700aff28c42f5d,exp:70f5b6adc0dc404fa05095013dd5ba19,670.5,671.5,ma:a62cfadc622447598c9fde014e804162
tf:4ee2923ab94647a2a52c97109a79e3ef,exp:70f5b6adc0dc404fa05095013dd5ba19,671.5,682.0,ma:a62cfadc622447598c9fde014e804162
tf:09c580c6d0bf458eae210322dd0bf1a3,exp:70f5b6adc0dc404fa05095013dd5ba19,682.0,689.0,ma:a62cfadc622447598c9fde014e804162
tf:b229c685e5124c4481d2784ef7ec58bd,exp:70f5b6adc0dc404fa05095013dd5ba19,689.0,690.0,ma:a62cfadc622447598c9fde014e804162
tf:afba107d81334f278589b2aa82762e05,exp:70f5b6adc0dc404fa05095013dd5ba19,690.0,693.0,ma:a62cfadc622447598c9fde014e804162
tf:9e5f5b95de69433ca8926ab704c076a2,exp:70f5b6adc0dc404fa05095013dd5ba19,698.0,705.5,ma:a62cfadc622447598c9fde014e804162
tf:c95f32df3b9f4389be44fa18303edcc4,exp:70f5b6adc0dc404fa05095013dd5ba19,705.5,708.5,ma:a62cfadc622447598c9fde014e804162
tf:7fe005b2f1eb45359d1aec1aafb0f2de,exp:70f5b6adc0dc404fa05095013dd5ba19,708.5,716.5,ma:a62cfadc622447598c9fde014e804162
tm:c0a8c0b2da5a47d9a13802b492b7f105,exp:70f5b6adc0dc404fa05095013dd5ba19,443.0,448.0,mr:e2e52910282941999194889cee5c592c
tm:d5d4bd289671427193c73797a5bd4fe6,exp:70f5b6adc0dc404fa05095013dd5ba19,487.0,492.0,mr:e2e52910282941999194889cee5c592c
tm:9027b5dada5444b5a6e763b4391a22f4,exp:70f5b6adc0dc404fa05095013dd5ba19,528.0,533.0,mr:e2e52910282941999194889cee5c592c
tm:b9c75ba5afe840339a28a0e7db17818c,exp:70f5b6adc0dc404fa05095013dd5ba19,580.0,585.0,mr:e2e52910282941999194889cee5c592c
tm:cad673880ee64582955ef2b8443870e2,exp:70f5b6adc0dc404fa05095013dd5ba19,605.5,610.5,mr:e2e52910282941999194889cee5c592c
tm:edfd686bc36b481693769c9c780e08c3,exp:70f5b6adc0dc404fa05095013dd5ba19,693.0,698.0,mr:e2e52910282941999194889cee5c592c
tm:12e1cc3de6754c0d894dc23b3ba36cd9,exp:70f5b6adc0dc404fa05095013dd5ba19,433.0,438.0,mr:8b9855c3d2eb40a5becdfd96abd64379
tm:90d290d827f743ca9a3b1825afe96e21,exp:70f5b6adc0dc404fa05095013dd5ba19,464.5,469.5,mr:8b9855c3d2eb40a5becdfd96abd64379
tm:15e6b06ca1404d2c8af68077e9eeffb7,exp:70f5b6adc0dc404fa05095013dd5ba19,428.0,433.0,mr:8b9855c3d2eb40a5becdfd96abd64379
tm:9f36a9d84e2d4e7495ec0c97192a25fb,exp:70f5b6adc0dc404fa05095013dd5ba19,459.5,464.5,mr:8b9855c3d2eb40a5becdfd96abd64379
tm:eed58fbd6b504ddea04c05134d99ca87,exp:70f5b6adc0dc404fa05095013dd5ba19,518.5,523.5,mr:8b9855c3d2eb40a5becdfd96abd64379
tf:6a7c4b493ae24c7aa12bf256b6d29369,exp:70f5b6adc0dc404fa05095013dd5ba19,492.0,504.0,ma:488fa053c68644a69492392f4a51e90c
tf:69f05e6dfe064833998e7092fe7ef38e,exp:70f5b6adc0dc404fa05095013dd5ba19,504.0,513.0,ma:488fa053c68644a69492392f4a51e90c
tf:e27b7ffd18744a47988756d119372e81,exp:70f5b6adc0dc404fa05095013dd5ba19,716.5,722.5,ma:a62cfadc622447598c9fde014e804162
tf:7f60336b0f0e4594950c8f3dd302138f,exp:70f5b6adc0dc404fa05095013dd5ba19,551.5,552.5,ma:4bf9b909050049c6866347f2ede3d342
tf:08ccdbe8c2914f5d9e2be7431a1d6d48,exp:70f5b6adc0dc404fa05095013dd5ba19,552.5,558.5,ma:4bf9b909050049c6866347f2ede3d342
tf:8b6fc014f7e74de2b3729f76cbfbe24c,exp:70f5b6adc0dc404fa05095013dd5ba19,722.5,729.5,ma:a62cfadc622447598c9fde014e804162
tf:b0646ee84d15436bbcb5f8daaab60180,exp:70f5b6adc0dc404fa05095013dd5ba19,729.5,741.5,ma:a62cfadc622447598c9fde014e804162
tf:ff7abd26e88a44e3bd1cea6246d256fd,exp:70f5b6adc0dc404fa05095013dd5ba19,741.5,750.5,ma:a62cfadc622447598c9fde014e804162
tf:0515de675ade44c1853d5c7a9af38091,exp:70f5b6adc0dc404fa05095013dd5ba19,513.0,523.5,ma:488fa053c68644a69492392f4a51e90c
tf:84a6b5d7decb47158bc6abd83ae0530f,exp:70f5b6adc0dc404fa05095013dd5ba19,558.5,567.5,ma:4bf9b909050049c6866347f2ede3d342
tf:004b2d799d9741188a41d98add729caa,exp:70f5b6adc0dc404fa05095013dd5ba19,750.5,751.5,ma:a62cfadc622447598c9fde014e804162
tf:d8231f9a500c44929fa922c8e70dfffb,exp:70f5b6adc0dc404fa05095013dd5ba19,751.5,760.5,ma:a62cfadc622447598c9fde014e804162
tf:de1fabc68e2448a2a952e61515075b0f,exp:70f5b6adc0dc404fa05095013dd5ba19,523.5,525.0,ma:488fa053c68644a69492392f4a51e90c
tf:61f6a0714695466e965dea372f548959,exp:70f5b6adc0dc404fa05095013dd5ba19,525.0,538.5,ma:488fa053c68644a69492392f4a51e90c
tf:8abafcb37ee947128b77159627caffd2,exp:70f5b6adc0dc404fa05095013dd5ba19,538.5,547.5,ma:488fa053c68644a69492392f4a51e90c
tf:54489448a434457891b2067282f0f4f3,exp:70f5b6adc0dc404fa05095013dd5ba19,547.5,552.0,ma:488fa053c68644a69492392f4a51e90c
tf:e853c2ebeb1a4d0b9b13ee0daf0508e2,exp:70f5b6adc0dc404fa05095013dd5ba19,552.0,565.5,ma:488fa053c68644a69492392f4a51e90c
tf:94455f8640e74fc5a2de4b9f6c9fe26a,exp:70f5b6adc0dc404fa05095013dd5ba19,565.5,570.0,ma:488fa053c68644a69492392f4a51e90c
tf:2d4e8af6775346439e4900c8197f6b1b,exp:70f5b6adc0dc404fa05095013dd5ba19,570.0,577.5,ma:488fa053c68644a69492392f4a51e90c
tf:300e30f22bb6404fbb42e5a4938507b1,exp:70f5b6adc0dc404fa05095013dd5ba19,577.5,582.5,ma:4bf9b909050049c6866347f2ede3d342
tf:d13e5f5f4a5b43e987bfc800bfe04a36,exp:70f5b6adc0dc404fa05095013dd5ba19,760.5,764.5,ma:a62cfadc622447598c9fde014e804162
tf:86702f695046425f845d91b7605338b9,exp:70f5b6adc0dc404fa05095013dd5ba19,577.5,580.5,ma:488fa053c68644a69492392f4a51e90c
tf:e0ee253788764fe6823f68c4fdcd7c48,exp:70f5b6adc0dc404fa05095013dd5ba19,585.5,596.0,ma:488fa053c68644a69492392f4a51e90c
tf:b299f29175744d0c8689ce3c53e99b29,exp:70f5b6adc0dc404fa05095013dd5ba19,596.0,602.0,ma:4bf9b909050049c6866347f2ede3d342
tf:cae71a09b22f465e8866a6aa276fc1ef,exp:70f5b6adc0dc404fa05095013dd5ba19,764.5,766.5,ma:a62cfadc622447598c9fde014e804162
tf:1aa653e143dd4e2c96863e6a2efc6f39,exp:70f5b6adc0dc404fa05095013dd5ba19,602.0,605.0,ma:4bf9b909050049c6866347f2ede3d342
tf:f4aa66dcb34546f98d6144e8f16eb7f0,exp:70f5b6adc0dc404fa05095013dd5ba19,610.0,614.0,ma:4bf9b909050049c6866347f2ede3d342
tf:663f8877471442df8cb3c9b03cec7b1d,exp:70f5b6adc0dc404fa05095013dd5ba19,771.5,774.5,ma:a62cfadc622447598c9fde014e804162
tf:ac9baf6d804844fba15aa7c24e150126,exp:70f5b6adc0dc404fa05095013dd5ba19,614.0,620.0,ma:4bf9b909050049c6866347f2ede3d342
tf:a4c193baf6a3476b9ba062d24063c120,exp:70f5b6adc0dc404fa05095013dd5ba19,774.5,782.5,ma:a62cfadc622447598c9fde014e804162
tf:1959795572774e1286fc90abaf096ae9,exp:70f5b6adc0dc404fa05095013dd5ba19,782.5,784.5,ma:a62cfadc622447598c9fde014e804162
tf:def1c23874c4476fa8be866940dd4a70,exp:70f5b6adc0dc404fa05095013dd5ba19,784.5,785.5,ma:a62cfadc622447598c9fde014e804162
tf:b3b3c00f266b4a65a8121c044ca050c3,exp:70f5b6adc0dc404fa05095013dd5ba19,620.0,625.0,ma:4bf9b909050049c6866347f2ede3d342
tf:05977507f47042bf907aa424722702c3,exp:70f5b6adc0dc404fa05095013dd5ba19,785.5,786.5,ma:a62cfadc622447598c9fde014e804162
tf:3d18564e4133439c854602ae0b4443a5,exp:70f5b6adc0dc404fa05095013dd5ba19,786.5,787.5,ma:a62cfadc622447598c9fde014e804162
tf:a311ad847a234d3e81e2b94558b921db,exp:70f5b6adc0dc404fa05095013dd5ba19,787.5,799.5,ma:a62cfadc622447598c9fde014e804162
tf:0fca0aac9c444402a4c6aea7289f7d72,exp:70f5b6adc0dc404fa05095013dd5ba19,799.5,805.5,ma:a62cfadc622447598c9fde014e804162
tf:dbc3df27b7c64d9b91624901aff3ff0d,exp:70f5b6adc0dc404fa05095013dd5ba19,625.0,628.0,ma:4bf9b909050049c6866347f2ede3d342
tf:197a7a0826f44005934b91dafe7aa2fc,exp:70f5b6adc0dc404fa05095013dd5ba19,628.0,632.0,ma:4bf9b909050049c6866347f2ede3d342
tf:210dd21227c24d2abcc6f3f2fef2f6e1,exp:70f5b6adc0dc404fa05095013dd5ba19,632.0,638.0,ma:4bf9b909050049c6866347f2ede3d342
tf:4031145f7ed140c5a3664bddc3ae85b8,exp:70f5b6adc0dc404fa05095013dd5ba19,805.5,814.5,ma:a62cfadc622447598c9fde014e804162
tf:f58f1c61f58c4a46b445e337342ab5a1,exp:70f5b6adc0dc404fa05095013dd5ba19,814.5,817.5,ma:a62cfadc622447598c9fde014e804162
tf:fa60676f7a7946ae9068cb908a66a8bc,exp:70f5b6adc0dc404fa05095013dd5ba19,638.0,639.0,ma:4bf9b909050049c6866347f2ede3d342
tf:231b2f80d9884b8b927268340a787c19,exp:70f5b6adc0dc404fa05095013dd5ba19,817.5,818.5,ma:a62cfadc622447598c9fde014e804162
tf:9548b3041c8a44deafdc0e15dc5463f9,exp:70f5b6adc0dc404fa05095013dd5ba19,639.0,645.0,ma:4bf9b909050049c6866347f2ede3d342
tf:f74e2263eceb42729348c438850ed464,exp:70f5b6adc0dc404fa05095013dd5ba19,645.0,649.0,ma:4bf9b909050049c6866347f2ede3d342
tf:075acde91ea44cafa6eca02f7cde59df,exp:70f5b6adc0dc404fa05095013dd5ba19,818.5,819.5,ma:a62cfadc622447598c9fde014e804162
tf:739ab5bd630d4475bde602a1985fc718,exp:70f5b6adc0dc404fa05095013dd5ba19,649.0,651.0,ma:4bf9b909050049c6866347f2ede3d342
tf:ea3f6b08248d482ba3a3e2d943353478,exp:70f5b6adc0dc404fa05095013dd5ba19,651.0,655.0,ma:4bf9b909050049c6866347f2ede3d342
tf:8b90dbbae4914a0aaa4a7db343d8f43f,exp:70f5b6adc0dc404fa05095013dd5ba19,655.0,657.0,ma:4bf9b909050049c6866347f2ede3d342
tf:5e09a0dbb60647aba680db0347e0a432,exp:70f5b6adc0dc404fa05095013dd5ba19,657.0,662.0,ma:4bf9b909050049c6866347f2ede3d342
tf:cf4b8128248241b4af78f663ee40749d,exp:70f5b6adc0dc404fa05095013dd5ba19,716.5,725.5,ma:4bf9b909050049c6866347f2ede3d342
tm:6b51ba1849d34f188ca19a166a9bde35,exp:70f5b6adc0dc404fa05095013dd5ba19,766.5,771.5,mr:e2e52910282941999194889cee5c592c
tm:0cf741664e6d455f9caf035e8361e424,exp:70f5b6adc0dc404fa05095013dd5ba19,580.5,585.5,mr:8b9855c3d2eb40a5becdfd96abd64379
tm:6232516b24f44ca2a2e2e0d77f0d4c2e,exp:70f5b6adc0dc404fa05095013dd5ba19,605.0,610.0,mr:8b9855c3d2eb40a5becdfd96abd64379
tf:2f9ea2da611941b1983867568379dcee,exp:70f5b6adc0dc404fa05095013dd5ba19,750.5,756.5,ma:4bf9b909050049c6866347f2ede3d342
tf:7c274fec4e84489f89651fc1b3005503,exp:70f5b6adc0dc404fa05095013dd5ba19,764.5,768.5,ma:4bf9b909050049c6866347f2ede3d342
tf:c04e0c87fedf413f966731021a36569b,exp:70f5b6adc0dc404fa05095013dd5ba19,774.5,776.5,ma:4bf9b909050049c6866347f2ede3d342
tf:9fb6c84fc3154423bd81fb7ba1a01e2f,exp:2e47b91080704c8bae82453c2d078e35,124.0,125.0,ma:6603b4d2f4e747a1b47cb39fed7b8d73
tf:93a5fbb57d03409e81048c306ba4ea05,exp:2e47b91080704c8bae82453c2d078e35,125.0,134.0,ma:6603b4d2f4e747a1b47cb39fed7b8d73
tf:7077e7abbc564cdc82e28cf001fb8f25,exp:2e47b91080704c8bae82453c2d078e35,134.0,140.0,ma:6603b4d2f4e747a1b47cb39fed7b8d73
tf:783d391f7a7844b69d3556ac6cee3877,exp:2e47b91080704c8bae82453c2d078e35,140.0,145.0,ma:6603b4d2f4e747a1b47cb39fed7b8d73
tf:c2f4cdb74b9f4b2cb0624f121f614dc5,exp:2e47b91080704c8bae82453c2d078e35,145.0,153.0,ma:6603b4d2f4e747a1b47cb39fed7b8d73
tf:9326504560094166bbbc3581d80c5ce2,exp:2e47b91080704c8bae82453c2d078e35,153.0,154.0,ma:6603b4d2f4e747a1b47cb39fed7b8d73
tf:3bf58c5b3e7e4fae8cd69313ce5b7166,exp:2e47b91080704c8bae82453c2d078e35,454.0,462.0,ma:6603b4d2f4e747a1b47cb39fed7b8d73
tf:f82dd68386974f79a61ec6ffbc88cc86,exp:2e47b91080704c8bae82453c2d078e35,462.0,469.0,ma:6603b4d2f4e747a1b47cb39fed7b8d73
tf:d0d59e772e0a4403beb93715aa9aa169,exp:2e47b91080704c8bae82453c2d078e35,469.0,478.0,ma:6603b4d2f4e747a1b47cb39fed7b8d73
tf:4e7bb089dab949c6af4ab7ca9994d799,exp:2e47b91080704c8bae82453c2d078e35,478.0,483.0,ma:6603b4d2f4e747a1b47cb39fed7b8d73
tf:a8f04a4ec41841fcb46bb2e37330691b,exp:2e47b91080704c8bae82453c2d078e35,483.0,491.0,ma:bd443706cece468ab0b0417478669f25
tf:e03483e92daf4312a875d69ac551579c,exp:2e47b91080704c8bae82453c2d078e35,491.0,497.0,ma:6603b4d2f4e747a1b47cb39fed7b8d73
tf:25aba4f8f7f04974aceb556576cb6be0,exp:2e47b91080704c8bae82453c2d078e35,497.0,499.0,ma:6603b4d2f4e747a1b47cb39fed7b8d73
tf:9077155f95684c69b21285dd4db40af5,exp:2e47b91080704c8bae82453c2d078e35,499.0,504.0,ma:bd443706cece468ab0b0417478669f25
tf:b993cb7a540b49f9b530b6bb88e01823,exp:2e47b91080704c8bae82453c2d078e35,504.0,507.0,ma:bd443706cece468ab0b0417478669f25
tf:4e4629a5cca1413aa7f5448d2ffda1aa,exp:2e47b91080704c8bae82453c2d078e35,507.0,514.0,ma:bd443706cece468ab0b0417478669f25
tf:3fa83772c81742d2a3b5d7cbb22daffc,exp:2e47b91080704c8bae82453c2d078e35,436.0,437.5,ma:be5dc23a42754e7bb3bac3b2e1ad0594
tf:e82a6e29b60b4cf18da27ab02e710dbe,exp:2e47b91080704c8bae82453c2d078e35,519.0,527.0,ma:bd443706cece468ab0b0417478669f25
tf:a6a25b5ac272446f967487a990645911,exp:2e47b91080704c8bae82453c2d078e35,527.0,530.0,ma:bd443706cece468ab0b0417478669f25
tf:1473d93138a14720a0839902e01a6242,exp:2e47b91080704c8bae82453c2d078e35,437.5,442.0,ma:be5dc23a42754e7bb3bac3b2e1ad0594
tf:e7ad8f36507e4eaba8c8dee7f8573b4f,exp:2e47b91080704c8bae82453c2d078e35,530.0,532.0,ma:bd443706cece468ab0b0417478669f25
tf:78c615f06fd849d7a7e271e9b76ed83a,exp:2e47b91080704c8bae82453c2d078e35,532.0,537.0,ma:bd443706cece468ab0b0417478669f25
tf:280df61f23334d168ec05decb6e4d6a3,exp:2e47b91080704c8bae82453c2d078e35,537.0,541.5,ma:bd443706cece468ab0b0417478669f25
tf:17846a8756cf44f3851a73928992de6c,exp:2e47b91080704c8bae82453c2d078e35,541.5,543.5,ma:bd443706cece468ab0b0417478669f25
tf:36e6fd7968a243c3a0b3439894f417b2,exp:2e47b91080704c8bae82453c2d078e35,543.5,547.5,ma:bd443706cece468ab0b0417478669f25
tf:314fb16eaacb46ff8526ed9138e02c3c,exp:2e47b91080704c8bae82453c2d078e35,547.5,549.0,ma:bd443706cece468ab0b0417478669f25
tf:fbca6b9125114a2a85ec6e82b5e5079d,exp:2e47b91080704c8bae82453c2d078e35,549.0,555.0,ma:bd443706cece468ab0b0417478669f25
tf:db5bb5a685e243ab8be613337d7db9fc,exp:2e47b91080704c8bae82453c2d078e35,555.0,559.5,ma:bd443706cece468ab0b0417478669f25
tf:30d5db90a5e649159743ce4d9b73527e,exp:2e47b91080704c8bae82453c2d078e35,504.0,509.0,ma:6603b4d2f4e747a1b47cb39fed7b8d73
tf:93a04f40ca2b4b618274494a6e7bc3c4,exp:2e47b91080704c8bae82453c2d078e35,509.0,516.0,ma:6603b4d2f4e747a1b47cb39fed7b8d73
tf:d680ea987d5f49c98c71eba4603363db,exp:2e47b91080704c8bae82453c2d078e35,564.5,570.5,ma:bd443706cece468ab0b0417478669f25
tf:def341e4318a4e1f8ff63764d50fa8df,exp:2e47b91080704c8bae82453c2d078e35,516.0,525.0,ma:6603b4d2f4e747a1b47cb39fed7b8d73
tf:f9ebb5d68a594fc1808645fd6afe7daa,exp:2e47b91080704c8bae82453c2d078e35,570.5,576.5,ma:bd443706cece468ab0b0417478669f25
tf:1a82919b7c814cd38e44b4a0eda32234,exp:2e47b91080704c8bae82453c2d078e35,576.5,581.0,ma:bd443706cece468ab0b0417478669f25
tf:5b3a10604f2b4e0d8ee89a6203af2947,exp:2e47b91080704c8bae82453c2d078e35,581.0,594.5,ma:bd443706cece468ab0b0417478669f25
tf:7f64414e9b36477b8b768f3564fc5149,exp:2e47b91080704c8bae82453c2d078e35,594.5,596.5,ma:bd443706cece468ab0b0417478669f25
tf:ff45451672ef460e89710bd9462c49b8,exp:2e47b91080704c8bae82453c2d078e35,596.5,599.5,ma:bd443706cece468ab0b0417478669f25
tf:d1ca428933074678a4d0769ac9ab0629,exp:2e47b91080704c8bae82453c2d078e35,599.5,608.5,ma:bd443706cece468ab0b0417478669f25
tf:68331bf8eaa749a9ad369f2543f67a08,exp:2e47b91080704c8bae82453c2d078e35,608.5,613.0,ma:bd443706cece468ab0b0417478669f25
tf:3d32ac8570704947b24d482da35289e7,exp:2e47b91080704c8bae82453c2d078e35,613.0,620.0,ma:bd443706cece468ab0b0417478669f25
tf:4184d57faab84dcb83389fc772ff5c25,exp:2e47b91080704c8bae82453c2d078e35,625.0,629.5,ma:bd443706cece468ab0b0417478669f25
tf:c430aa8a42ce4e2ca7139e3bf23610f0,exp:2e47b91080704c8bae82453c2d078e35,629.5,632.5,ma:bd443706cece468ab0b0417478669f25
tf:15b10f40770f476584b98600b6ba27cf,exp:2e47b91080704c8bae82453c2d078e35,632.5,644.5,ma:bd443706cece468ab0b0417478669f25
tf:e707239ff2ae43978418ed05dd8957a0,exp:2e47b91080704c8bae82453c2d078e35,530.0,539.0,ma:6603b4d2f4e747a1b47cb39fed7b8d73
tf:72d3006638054b92966c0277dd7cc138,exp:2e47b91080704c8bae82453c2d078e35,539.0,542.0,ma:6603b4d2f4e747a1b47cb39fed7b8d73
tf:cc2f0104ec0e445eb1e54dd2969e2d0f,exp:2e47b91080704c8bae82453c2d078e35,542.0,545.0,ma:6603b4d2f4e747a1b47cb39fed7b8d73
tf:6820975b1a384a688eadac0e39f5b55b,exp:2e47b91080704c8bae82453c2d078e35,556.5,565.5,ma:6603b4d2f4e747a1b47cb39fed7b8d73
tf:8d6e1207189a4225b93869036a41d0cc,exp:2e47b91080704c8bae82453c2d078e35,565.5,571.5,ma:6603b4d2f4e747a1b47cb39fed7b8d73
tf:cbc0e929e3664bd3b63ec6ec36cda11d,exp:2e47b91080704c8bae82453c2d078e35,509.0,522.5,ma:be5dc23a42754e7bb3bac3b2e1ad0594
tf:1136ff51df674f8a9a3e2d2de3d23cba,exp:2e47b91080704c8bae82453c2d078e35,522.5,531.5,ma:be5dc23a42754e7bb3bac3b2e1ad0594
tf:967e2cf0ea9f48e0b9b085d53fe0b640,exp:2e47b91080704c8bae82453c2d078e35,531.5,542.0,ma:be5dc23a42754e7bb3bac3b2e1ad0594
tf:197fdbbd5f79472dacdad57406b1ba77,exp:2e47b91080704c8bae82453c2d078e35,571.5,578.5,ma:6603b4d2f4e747a1b47cb39fed7b8d73
tf:e3eef9822b5b4c61b5cd53c9b6bb0a0f,exp:2e47b91080704c8bae82453c2d078e35,578.5,579.5,ma:6603b4d2f4e747a1b47cb39fed7b8d73
tf:8d5653757a0b447cbeaaf8abd4ceb4a2,exp:2e47b91080704c8bae82453c2d078e35,649.5,654.5,ma:bd443706cece468ab0b0417478669f25
tf:6e44d9fee1a84132885d6e0546745546,exp:2e47b91080704c8bae82453c2d078e35,654.5,660.5,ma:bd443706cece468ab0b0417478669f25
tf:206a898f45f740c4af6e7cefdb490006,exp:2e47b91080704c8bae82453c2d078e35,542.0,546.5,ma:be5dc23a42754e7bb3bac3b2e1ad0594
tf:02cf8e3e87b343808067b86459974999,exp:2e47b91080704c8bae82453c2d078e35,597.5,603.5,ma:6603b4d2f4e747a1b47cb39fed7b8d73
tf:de591df67a504c76905a44a6836db897,exp:2e47b91080704c8bae82453c2d078e35,603.5,605.5,ma:6603b4d2f4e747a1b47cb39fed7b8d73
tf:71b16fb7b338445ab45d51a61fad66dd,exp:2e47b91080704c8bae82453c2d078e35,605.5,613.5,ma:6603b4d2f4e747a1b47cb39fed7b8d73
tf:a518389de2304956a9f38bc91307d6b3,exp:2e47b91080704c8bae82453c2d078e35,660.5,661.5,ma:bd443706cece468ab0b0417478669f25
tf:1031df506b1d4d23b1c4ae99b8bff1b2,exp:2e47b91080704c8bae82453c2d078e35,666.5,680.0,ma:bd443706cece468ab0b0417478669f25
tf:565cfa03d9d340d491614720cbdb6527,exp:2e47b91080704c8bae82453c2d078e35,680.0,685.0,ma:bd443706cece468ab0b0417478669f25
tf:ec3027d46efb4b2c860de3d73541cf2a,exp:2e47b91080704c8bae82453c2d078e35,685.0,686.5,ma:bd443706cece468ab0b0417478669f25
tf:2ddd657ce1a14af692bdcdced2215653,exp:2e47b91080704c8bae82453c2d078e35,551.5,557.5,ma:be5dc23a42754e7bb3bac3b2e1ad0594
tf:4e95fa20c89b4fa6a161a20c9908f4dc,exp:2e47b91080704c8bae82453c2d078e35,557.5,569.5,ma:be5dc23a42754e7bb3bac3b2e1ad0594
tf:fc7fe3c655434001ae26f574fd835021,exp:2e47b91080704c8bae82453c2d078e35,613.5,619.5,ma:6603b4d2f4e747a1b47cb39fed7b8d73
tf:f78f17c65738493fbab557049b7084b7,exp:2e47b91080704c8bae82453c2d078e35,619.5,620.5,ma:6603b4d2f4e747a1b47cb39fed7b8d73
tf:6c353f8ea922489da224a928140367ab,exp:2e47b91080704c8bae82453c2d078e35,686.5,690.5,ma:bd443706cece468ab0b0417478669f25
tf:319e3adf7f4b462c8049e388886f0a57,exp:2e47b91080704c8bae82453c2d078e35,690.5,695.0,ma:bd443706cece468ab0b0417478669f25
tf:c7bdf7d9f2984ae0b5fb7a7f70e2ebb1,exp:2e47b91080704c8bae82453c2d078e35,569.5,577.0,ma:be5dc23a42754e7bb3bac3b2e1ad0594
tf:eff831ec38f44536a3e5c205979d37ff,exp:2e47b91080704c8bae82453c2d078e35,577.0,587.5,ma:be5dc23a42754e7bb3bac3b2e1ad0594
tf:d9cf4abe7a844f41a85e9e9ef08c21bb,exp:2e47b91080704c8bae82453c2d078e35,695.0,698.0,ma:bd443706cece468ab0b0417478669f25
tf:6880e423dff74bb1b3cafb5eb60f5506,exp:2e47b91080704c8bae82453c2d078e35,698.0,700.0,ma:bd443706cece468ab0b0417478669f25
tf:a53a5de60a8741fbb8a807a42f3b9668,exp:2e47b91080704c8bae82453c2d078e35,700.0,708.0,ma:bd443706cece468ab0b0417478669f25
tf:3aa7649b8811402383597b7741d59bf2,exp:2e47b91080704c8bae82453c2d078e35,708.0,709.5,ma:bd443706cece468ab0b0417478669f25
tf:ffb3cebe30ee49eba2be34895de6924d,exp:2e47b91080704c8bae82453c2d078e35,714.5,720.5,ma:bd443706cece468ab0b0417478669f25
tf:c04d4511576949c8afa7fdcddcdf9071,exp:2e47b91080704c8bae82453c2d078e35,720.5,729.5,ma:bd443706cece468ab0b0417478669f25
tf:13e904ee3ebe42a1863740e8e8763b08,exp:2e47b91080704c8bae82453c2d078e35,729.5,737.0,ma:bd443706cece468ab0b0417478669f25
tf:2c337348f2d442529ccfee6768a0cc52,exp:2e47b91080704c8bae82453c2d078e35,737.0,740.0,ma:bd443706cece468ab0b0417478669f25
tf:7e2d4e746f784647889faab80c9465e6,exp:2e47b91080704c8bae82453c2d078e35,740.0,753.5,ma:bd443706cece468ab0b0417478669f25
tf:9b56e66423be4f2bab16d9940a895500,exp:2e47b91080704c8bae82453c2d078e35,753.5,757.5,ma:bd443706cece468ab0b0417478669f25
tf:1aa4799184cc4591806df72638780574,exp:2e47b91080704c8bae82453c2d078e35,757.5,766.5,ma:bd443706cece468ab0b0417478669f25
tf:33ab69e45d944048ac4a3933bb3e0357,exp:2e47b91080704c8bae82453c2d078e35,592.5,597.0,ma:be5dc23a42754e7bb3bac3b2e1ad0594
tf:969873486af644f4bf5d5073c5616499,exp:2e47b91080704c8bae82453c2d078e35,597.0,601.5,ma:be5dc23a42754e7bb3bac3b2e1ad0594
tf:3b078b78f8bc46039503f7dff6a410c1,exp:2e47b91080704c8bae82453c2d078e35,601.5,603.0,ma:be5dc23a42754e7bb3bac3b2e1ad0594
tf:82bbfee6e45c46f8b09eadeab4601181,exp:2e47b91080704c8bae82453c2d078e35,766.5,768.5,ma:bd443706cece468ab0b0417478669f25
tf:209f48891cd445229e4530bd3f17a706,exp:2e47b91080704c8bae82453c2d078e35,773.5,782.5,ma:bd443706cece468ab0b0417478669f25
tf:eca310b3fc8342158c237115957969ac,exp:2e47b91080704c8bae82453c2d078e35,782.5,786.5,ma:bd443706cece468ab0b0417478669f25
tf:ca2c5553e8564d7484c601af57af4a4e,exp:2e47b91080704c8bae82453c2d078e35,786.5,795.5,ma:bd443706cece468ab0b0417478669f25
tf:4cb02ba88b9c402186e78c25fc7cdbc9,exp:2e47b91080704c8bae82453c2d078e35,795.5,800.5,ma:bd443706cece468ab0b0417478669f25
tm:3f443396a61547cd9a0cbeb2806620f5,exp:2e47b91080704c8bae82453c2d078e35,514.0,519.0,mr:55b032150678481880468da681c25084
tm:e67498f15c5d43e0984c537fec3f0dcb,exp:2e47b91080704c8bae82453c2d078e35,559.5,564.5,mr:55b032150678481880468da681c25084
